,fight,winner,odds_w,loser,odds_l
913,Frankie Saenz vs Merab Dvalishvili,Frankie-Saenz,2.7,Merab-Dvalishvili,1.62
914,Yuri Alcantara vs Alejandro Perez,Alejandro-Perez,2.7,Yuri-Alcantara,1.59
915,Chris Gruetzemacher vs Davi Ramos,Davi-Ramos,1.28,Chris-Gruetzemacher,4.36
916,Antonio Braga Neto vs Trevin Giles,Trevin-Giles,1.41,Antonio-Braga-Neto,3.45
917,Roxanne Modafferi vs Nicco Montano,Nicco-Montano,1.51,Roxanne-Modafferi,2.8
918,Sean O'Malley vs Terrion Ware,Sean-O'Malley,1.42,Terrion-Ware,3.23
919,Barb Honchak vs Lauren Murphy,Lauren-Murphy,2.96,Barb-Honchak,1.52
920,Gerald Meerschaert vs Eric Spicely,Gerald-Meerschaert,1.54,Eric-Spicely,2.69
921,Joe Soto vs Brett Johns,Brett-Johns,1.62,Joe-Soto,2.67
922,Montana De La Rosa vs Christina Marks,Montana-De-La-Rosa,1.29,Christina-Marks,4.09
923,Andrew Sanchez vs Ryan Janes,Ryan-Janes,5.44,Andrew-Sanchez,1.21
924,Rachael Ostovich vs Karine Gevorgyan,Rachael-Ostovich,1.28,Karine-Gevorgyan,4.09
925,Ariel Beck vs Shana Dobson,Shana-Dobson,1.53,Ariel-Beck,2.95
926,Gillian Robertson vs Emily Whitmire,Gillian-Robertson,2.75,Emily-Whitmire,1.55
927,Michael Bisping vs Kelvin Gastelum,Kelvin-Gastelum,1.38,Michael-Bisping,3.53
928,Zabit Magomedsharipov vs Sheymon da Silva Moraes,Zabit-Magomedsharipov,1.22,Sheymon-da-Silva-Moraes,5.5
929,Chase Sherman vs Shamil Abdurakhimov,Shamil-Abdurakhimov,1.8,Chase-Sherman,2.17
930,Alex Caceres vs Wang Guan,Wang-Guan,2.3,Alex-Caceres,1.77
931,Li Jingliang vs Zak Ottow,Li-Jingliang,1.54,Zak-Ottow,2.85
932,Kailin Curran vs Yan Xiaonan,Yan-Xiaonan,1.73,Kailin-Curran,2.38
933,Rolando Dy vs Wuliji Buren,Rolando-Dy,1.68,Wuliji-Buren,2.45
934,Bobby Nash vs Kenan Song,Kenan-Song,3.75,Bobby-Nash,1.33
935,Alex Garcia vs Muslim Salikhov,Alex-Garcia,3.0,Muslim-Salikhov,1.49
936,Yadong Song vs Bharat Khandare,Yadong-Song,1.71,Bharat-Khandare,2.4
937,Gina Mazany vs Yanan Wu,Gina-Mazany,2.25,Yanan-Wu,2.25
938,Hu Yaozong vs Cyril Asker,Cyril-Asker,1.45,Hu-Yaozong,3.16
939,Fabricio Werdum vs Marcin Tybura,Fabricio-Werdum,1.33,Marcin-Tybura,3.85
940,Jessica-Rose Clark vs Bec Rawlings,Jessica-Rose-Clark,2.3,Bec-Rawlings,1.83
941,Tim Means vs Belal Muhammad,Belal-Muhammad,2.85,Tim-Means,1.5
942,Jake Matthews vs Bojan Velickovic,Jake-Matthews,1.77,Bojan-Velickovic,2.25
943,Elias Theodorou vs Daniel Kelly,Elias-Theodorou,1.41,Daniel-Kelly,3.6
944,Alex Volkanovski vs Shane Young,Alex-Volkanovski,1.17,Shane-Young,6.4
945,Ryan Benoit vs Ashkan Mokhtarian,Ryan-Benoit,1.39,Ashkan-Mokhtarian,3.55
946,Will Brooks vs Nik Lentz,Nik-Lentz,5.05,Will-Brooks,1.24
947,Tai Tuivasa vs Rashad Coulter,Tai-Tuivasa,1.59,Rashad-Coulter,2.6
948,Damien Brown vs Frank Camacho,Frank-Camacho,1.8,Damien-Brown,2.2
949,Nadia Kassem vs Alex Chambers,Nadia-Kassem,1.62,Alex-Chambers,2.65
950,Jenel Lausa vs Eric Shelton,Eric-Shelton,1.29,Jenel-Lausa,4.15
951,Anthony Hamilton vs Adam Wieczorek,Adam-Wieczorek,1.65,Anthony-Hamilton,2.45
952,Anthony Pettis vs Dustin Poirier,Dustin-Poirier,2.06,Anthony-Pettis,1.95
953,Matt Brown vs Diego Sanchez,Matt-Brown,1.29,Diego-Sanchez,4.15
954,Andrei Arlovski vs Junior Albini,Andrei-Arlovski,4.17,Junior-Albini,1.32
955,Raphael Assuncao vs Matthew Lopez,Raphael-Assuncao,1.3,Matthew-Lopez,4.15
956,John Dodson vs Marlon Moraes,Marlon-Moraes,2.05,John-Dodson,1.95
957,Tatiana Suarez vs Viviane Pereira,Tatiana-Suarez,1.35,Viviane-Pereira,3.6
958,Nate Marquardt vs Cezar Ferreira,Cezar-Ferreira,1.37,Nate-Marquardt,3.5
959,Clay Guida vs Joe Lauzon,Clay-Guida,1.95,Joe-Lauzon,2.1
960,Karl Roberson vs Darren Stewart,Karl-Roberson,1.49,Darren-Stewart,2.95
961,Sage Northcutt vs Michel Quinones,Sage-Northcutt,1.61,Michel-Quinones,2.6
962,Marcel Fortuna vs Jake Collier,Jake-Collier,3.2,Marcel-Fortuna,1.43
963,Angela Hill vs Nina Ansaroff,Nina-Ansaroff,2.7,Angela-Hill,1.57
964,Court McGee vs Sean Strickland,Sean-Strickland,1.42,Court-McGee,3.6
965,Michael Bisping vs Georges St-Pierre,Georges-St-Pierre,2.0,Michael-Bisping,2.1
966,Joanna Jedrzejczyk vs Rose Namajunas,Rose-Namajunas,7.0,Joanna-Jedrzejczyk,1.2
967,Stephen Thompson vs Jorge Masvidal,Stephen-Thompson,1.57,Jorge-Masvidal,2.65
968,Johny Hendricks vs Paulo Costa,Paulo-Costa,0.0,Johny-Hendricks,0.0
969,James Vick vs Joseph Duffy,James-Vick,2.5,Joseph-Duffy,1.62
970,Corey Anderson vs Ovince St Preux,Ovince-St-Preux,1.69,Corey-Anderson,2.4
971,Aleksei Oleinik vs Curtis Blaydes,Curtis-Blaydes,0.0,Aleksei-Oleinik,0.0
972,Walt Harris vs Mark Godbeer,Mark-Godbeer,4.1,Walt-Harris,1.29
973,Mickey Gall vs Randy Brown,Randy-Brown,2.1,Mickey-Gall,1.9
974,Aiemann Zahabi vs Ricardo Ramos,Ricardo-Ramos,1.57,Aiemann-Zahabi,2.75
975,Donald Cerrone vs Darren Till,Darren-Till,2.35,Donald-Cerrone,1.69
976,Karolina Kowalkiewicz vs Jodie Esquibel,Karolina-Kowalkiewicz,1.21,Jodie-Esquibel,5.2
977,Jan Blachowicz vs Devin Clark,Jan-Blachowicz,2.35,Devin-Clark,1.69
978,Jonathan Wilson vs Oskar Piechota,Oskar-Piechota,1.53,Jonathan-Wilson,2.75
979,Damian Stasiak vs Brian Kelleher,Brian-Kelleher,1.95,Damian-Stasiak,2.0
980,Nasrat Haqparast vs Marcin Held,Marcin-Held,1.29,Nasrat-Haqparast,4.33
981,Artem Lobov vs Andre Fili,Andre-Fili,1.61,Artem-Lobov,2.62
982,Sam Alvey vs Ramazan Emeev,Ramazan-Emeev,1.67,Sam-Alvey,2.5
983,Warlley Alves vs Salim Touahri,Warlley-Alves,1.34,Salim-Touahri,3.8
984,Aspen Ladd vs Lina Lansberg,Aspen-Ladd,1.45,Lina-Lansberg,3.3
985,Josh Emmett vs Felipe Arantes,Josh-Emmett,1.39,Felipe-Arantes,3.5
986,Tony Ferguson vs Kevin Lee,Tony-Ferguson,1.4,Kevin-Lee,3.4
987,Demetrious Johnson vs Ray Borg,Demetrious-Johnson,1.11,Ray-Borg,10.0
988,Fabricio Werdum vs Walt Harris,Fabricio-Werdum,1.41,Walt-Harris,3.25
989,Mara Romero Borella vs Kalindra Faria,Mara-Romero-Borella,2.95,Kalindra-Faria,1.5
990,Cody Stamann vs Tom Duquesnoy,Cody-Stamann,2.45,Tom-Duquesnoy,1.65
991,Pearl Gonzalez vs Poliana Botelho,Poliana-Botelho,1.67,Pearl-Gonzalez,2.45
992,Matt Schnell vs Marco Beltran,Matt-Schnell,1.94,Marco-Beltran,2.0
993,Magomed Bibulatov vs John Moraga,John-Moraga,5.8,Magomed-Bibulatov,1.2
994,Brad Tavares vs Thales Leites,Brad-Tavares,1.59,Thales-Leites,2.6
995,Ovince St Preux vs Yushin Okami,Ovince-St-Preux,1.23,Yushin-Okami,4.9
996,Claudia Gadelha vs Jessica Andrade,Jessica-Andrade,3.48,Claudia-Gadelha,1.38
997,Takanori Gomi vs Dong Hyun Ma,Dong-Hyun-Ma,0.0,Takanori-Gomi,0.0
998,Gokhan Saki vs Luis Henrique da Silva,Gokhan-Saki,1.56,Luis-Henrique-da-Silva,2.7
999,Rolando Dy vs Teruto Ishihara,Teruto-Ishihara,1.67,Rolando-Dy,2.5
1000,Jussier Formiga vs Yuta Sasaki,Jussier-Formiga,1.26,Yuta-Sasaki,4.55
1001,Keita Nakamura vs Alex Morono,Keita-Nakamura,2.15,Alex-Morono,1.8
1002,Syuri Kondo vs Chan-Mi Jeon,Syuri-Kondo,1.83,Chan-Mi-Jeon,2.2
1003,Shinsho Anzai vs Luke Jumeau,Shinsho-Anzai,3.2,Luke-Jumeau,1.42
1004,Hyun Gyu Lim vs Daichi Abe,Daichi-Abe,2.05,Hyun-Gyu-Lim,1.91
1005,Luke Rockhold vs David Branch,Luke-Rockhold,1.2,David-Branch,5.5
1006,Alex Reyes vs Mike Perry,Mike-Perry,1.22,Alex-Reyes,5.15
1007,Hector Lombard vs Anthony Smith,Anthony-Smith,1.8,Hector-Lombard,2.4
1008,Gregor Gillespie vs Jason Gonzalez,Gregor-Gillespie,1.27,Jason-Gonzalez,4.75
1009,Kamaru Usman vs Sergio Moraes,Kamaru-Usman,1.14,Sergio-Moraes,7.0
1010,Justin Ledet vs Azunna Anyanwu,Justin-Ledet,1.29,Azunna-Anyanwu,4.75
1011,Olivier Aubin-Mercier vs Tony Martin,Olivier-Aubin-Mercier,1.95,Tony-Martin,2.0
1012,Daniel Spitz vs Anthony Hamilton,Daniel-Spitz,2.85,Anthony-Hamilton,1.52
1013,Krzysztof Jotko vs Urijah Hall,Urijah-Hall,2.9,Krzysztof-Jotko,1.5
1014,Gilbert Burns vs Jason Saggo,Gilbert-Burns,1.71,Jason-Saggo,2.3
1015,Amanda Nunes vs Valentina Shevchenko,Amanda-Nunes,2.15,Valentina-Shevchenko,1.83
1016,Amanda Nunes vs Valentina Shevchenko,Amanda-Nunes,2.15,Valentina-Shevchenko,1.83
1017,Amanda Nunes vs Valentina Shevchenko,Amanda-Nunes,1.95,Valentina-Shevchenko,2.0
1018,Amanda Nunes vs Valentina Shevchenko,Amanda-Nunes,1.95,Valentina-Shevchenko,2.0
1019,Rafael dos Anjos vs Neil Magny,Rafael-dos-Anjos,1.62,Neil-Magny,2.75
1020,Henry Cejudo vs Wilson Reis,Henry-Cejudo,1.29,Wilson-Reis,4.48
1021,Ilir Latifi vs Tyson Pedro,Ilir-Latifi,2.25,Tyson-Pedro,1.74
1022,Gilbert Melendez vs Jeremy Stephens,Jeremy-Stephens,2.05,Gilbert-Melendez,1.91
1023,Sara McMann vs Ketlen Vieira,Ketlen-Vieira,2.9,Sara-McMann,1.49
1024,Ashlee Evans-Smith vs Sarah Moras,Sarah-Moras,3.4,Ashlee-Evans-Smith,1.38
1025,Gavin Tucker vs Rick Glenn,Rick-Glenn,3.65,Gavin-Tucker,1.4
1026,Mitch Clarke vs Alex White,Alex-White,1.5,Mitch-Clarke,2.89
1027,Luis Henrique vs Arjan Bhullar,Arjan-Bhullar,1.5,Luis-Henrique,2.85
1028,Kajan Johnson vs Adriano Martins,Kajan-Johnson,5.5,Adriano-Martins,1.19
1029,Stefan Struve vs Alexander Volkov,Alexander-Volkov,1.85,Stefan-Struve,2.1
1030,Siyar Bahadurzada vs Rob Wilkinson,Siyar-Bahadurzada,1.71,Rob-Wilkinson,2.3
1031,Talita Bernardo vs Marion Reneau,Marion-Reneau,1.36,Talita-Bernardo,3.5
1032,Leon Edwards vs Bryan Barberena,Leon-Edwards,1.43,Bryan-Barberena,3.35
1033,Darren Till vs Bojan Velickovic,Darren-Till,1.5,Bojan-Velickovic,2.85
1034,Felipe Silva vs Mairbek Taisumov,Mairbek-Taisumov,1.4,Felipe-Silva,3.35
1035,Mads Burnell vs Michel Prazeres,Michel-Prazeres,1.31,Mads-Burnell,3.9
1036,Rustam Khabilov vs Desmond Green,Rustam-Khabilov,1.41,Desmond-Green,3.37
1037,Francimar Barroso vs Aleksandar Rakic,Aleksandar-Rakic,1.8,Francimar-Barroso,2.25
1038,Zabit Magomedsharipov vs Mike Santiago,Zabit-Magomedsharipov,1.25,Mike-Santiago,4.55
1039,Abdul-Kerim Edilov vs Bojan Mihajlovic,Abdul-Kerim-Edilov,1.18,Bojan-Mihajlovic,6.1
1040,Andrew Holbrook vs Thibault Gouti,Thibault-Gouti,2.65,Andrew-Holbrook,1.61
1041,Chris Weidman vs Kelvin Gastelum,Chris-Weidman,2.48,Kelvin-Gastelum,1.73
1042,Darren Elkins vs Dennis Bermudez,Darren-Elkins,2.88,Dennis-Bermudez,1.5
1043,Gian Villante vs Patrick Cummins,Patrick-Cummins,2.45,Gian-Villante,1.66
1044,Jimmie Rivera vs Thomas Almeida,Jimmie-Rivera,1.53,Thomas-Almeida,2.75
1045,Lyman Good vs Elizeu Zaleski dos Santos,Elizeu-Zaleski-dos-Santos,2.6,Lyman-Good,1.65
1046,Rafael Natal vs Eryk Anders,Eryk-Anders,1.87,Rafael-Natal,2.05
1047,Ryan LaFlare vs Alex Oliveira,Alex-Oliveira,2.65,Ryan-LaFlare,1.57
1048,Chase Sherman vs Damian Grabowski,Chase-Sherman,1.42,Damian-Grabowski,3.2
1049,Jeremy Kennedy vs Kyle Bochniak,Jeremy-Kennedy,1.43,Kyle-Bochniak,3.2
1050,Brian Kelleher vs Marlon Vera,Marlon-Vera,2.95,Brian-Kelleher,1.49
1051,Timothy Johnson vs Junior Albini,Junior-Albini,3.15,Timothy-Johnson,1.44
1052,Shane Burgos vs Godofredo Pepey,Shane-Burgos,1.3,Godofredo-Pepey,4.55
1053,Chris Wade vs Frankie Perez,Chris-Wade,1.36,Frankie-Perez,3.9
1054,Gunnar Nelson vs Santiago Ponzinibbio,Santiago-Ponzinibbio,2.6,Gunnar-Nelson,1.59
1055,Joanne Calderwood vs Cynthia Calvillo,Cynthia-Calvillo,1.57,Joanne-Calderwood,2.65
1056,Stevie Ray vs Paul Felder,Paul-Felder,2.6,Stevie-Ray,1.62
1057,Jack Marshman vs Ryan Janes,Jack-Marshman,1.21,Ryan-Janes,5.9
1058,Paul Craig vs Khalil Rountree,Khalil-Rountree,1.65,Paul-Craig,2.52
1059,James Mulheron vs Justin Willis,Justin-Willis,1.57,James-Mulheron,2.65
1060,Danny Roberts vs Bobby Nash,Danny-Roberts,1.61,Bobby-Nash,2.6
1061,Neil Seery vs Alexandre Pantoja,Alexandre-Pantoja,1.3,Neil-Seery,4.0
1062,Charlie Ward vs Galore Bofando,Galore-Bofando,1.54,Charlie-Ward,2.75
1063,Daniel Teymur vs Danny Henry,Danny-Henry,0.0,Daniel-Teymur,0.0
1064,Brett Johns vs Albert Morales,Brett-Johns,1.29,Albert-Morales,4.1
1065,Leslie Smith vs Amanda Oliveira de Lemos,Leslie-Smith,1.53,Amanda-Oliveira-de-Lemos,2.85
1066,Fabricio Werdum vs Alistair Overeem,Alistair-Overeem,1.74,Fabricio-Werdum,2.3
1067,Travis Browne vs Aleksei Oleinik,Aleksei-Oleinik,0.0,Travis-Browne,0.0
1068,Curtis Blaydes vs Daniel Omielanczuk,Curtis-Blaydes,1.14,Daniel-Omielanczuk,7.0
1069,Anthony Pettis vs Jim Miller,Anthony-Pettis,1.48,Jim-Miller,2.93
1070,Rob Font vs Douglas Silva de Andrade,Rob-Font,1.36,Douglas-Silva-de-Andrade,3.55
1071,Brian Camozzi vs Chad Laprise,Chad-Laprise,1.17,Brian-Camozzi,6.5
1072,Gerald Meerschaert vs Thiago Santos,Thiago-Santos,1.67,Gerald-Meerschaert,2.48
1073,Jordan Mein vs Belal Muhammad,Belal-Muhammad,1.78,Jordan-Mein,2.2
1074,Terrion Ware vs Cody Stamann,Cody-Stamann,1.43,Terrion-Ware,3.25
1075,Trevin Giles vs James Bochnovic,Trevin-Giles,1.42,James-Bochnovic,3.5
1076,Michael Johnson vs Justin Gaethje,Justin-Gaethje,2.35,Michael-Johnson,1.71
1077,Jesse Taylor vs Dhiego Lima,Jesse-Taylor,1.67,Dhiego-Lima,2.6
1078,Marc Diakiese vs Drakkar Klose,Drakkar-Klose,3.2,Marc-Diakiese,1.45
1079,Jared Cannonier vs Nick Roehrick,Jared-Cannonier,1.4,Nick-Roehrick,3.55
1080,Elias Theodorou vs Brad Tavares,Brad-Tavares,2.05,Elias-Theodorou,1.94
1081,Marcel Fortuna vs Jordan Johnson,Jordan-Johnson,1.5,Marcel-Fortuna,2.85
1082,Angela Hill vs Ashley Yoder,Angela-Hill,1.3,Ashley-Yoder,4.1
1083,James Krause vs Tom Gallicchio,James-Krause,1.25,Tom-Gallicchio,4.8
1084,Ed Herman vs C.B. Dollaway,C.B.-Dollaway,1.61,Ed-Herman,2.6
1085,Tecia Torres vs Juliana Lima,Tecia-Torres,1.25,Juliana-Lima,4.65
1086,Gray Maynard vs Teruto Ishihara,Gray-Maynard,4.0,Teruto-Ishihara,1.33
1087,Michael Chiesa vs Kevin Lee,Kevin-Lee,1.8,Michael-Chiesa,2.2
1088,Johny Hendricks vs Tim Boetsch,Tim-Boetsch,2.37,Johny-Hendricks,1.71
1089,Felice Herrig vs Justine Kish,Felice-Herrig,2.3,Justine-Kish,1.74
1090,Dominick Reyes vs Joachim Christensen,Dominick-Reyes,1.33,Joachim-Christensen,4.0
1091,Tim Means vs Alex Garcia,Tim-Means,1.37,Alex-Garcia,3.75
1092,B.J. Penn vs Dennis Siver,Dennis-Siver,1.71,B.J.-Penn,2.4
1093,Clay Guida vs Erik Koch,Clay-Guida,4.15,Erik-Koch,1.3
1094,Vitor Miranda vs Marvin Vettori,Marvin-Vettori,1.3,Vitor-Miranda,4.28
1095,Carla Esparza vs Maryna Moroz,Carla-Esparza,1.54,Maryna-Moroz,3.05
1096,Darrell Horcher vs Devin Powell,Darrell-Horcher,1.28,Devin-Powell,4.5
1097,Jared Gordon vs Michel Quinones,Jared-Gordon,1.71,Michel-Quinones,2.35
1098,Tony Martin vs Johnny Case,Tony-Martin,1.83,Johnny-Case,2.25
1099,Josh Stansbury vs Jeremy Kimball,Jeremy-Kimball,2.6,Josh-Stansbury,1.62
1100,Holly Holm vs Bethe Correia,Holly-Holm,1.19,Bethe-Correia,5.5
1101,Andrei Arlovski vs Marcin Tybura,Marcin-Tybura,1.45,Andrei-Arlovski,3.09
1102,Dong Hyun Kim vs Colby Covington,Colby-Covington,1.34,Dong-Hyun-Kim,3.6
1103,Tarec Saffiedine vs Rafael dos Anjos,Rafael-dos-Anjos,1.46,Tarec-Saffiedine,3.12
1104,Takanori Gomi vs Jon Tuck,Jon-Tuck,1.34,Takanori-Gomi,3.8
1105,Cyril Asker vs Walt Harris,Walt-Harris,1.33,Cyril-Asker,3.7
1106,Alex Caceres vs Rolando Dy,Alex-Caceres,1.34,Rolando-Dy,3.65
1107,Yuta Sasaki vs Justin Scoggins,Yuta-Sasaki,5.35,Justin-Scoggins,1.21
1108,Li Jingliang vs Frank Camacho,Li-Jingliang,1.24,Frank-Camacho,4.75
1109,Russell Doane vs Kwan Ho Kwak,Russell-Doane,2.06,Kwan-Ho-Kwak,1.87
1110,Carls John de Tomas vs Naoki Inoue,Naoki-Inoue,1.38,Carls-John-de-Tomas,3.45
1111,Lucie Pudilova vs Ji Yeon Kim,Lucie-Pudilova,1.81,Ji-Yeon-Kim,2.15
1112,Mark Hunt vs Derrick Lewis,Mark-Hunt,2.25,Derrick-Lewis,1.74
1113,Derek Brunson vs Daniel Kelly,Derek-Brunson,1.39,Daniel-Kelly,3.5
1114,Ion Cutelaba vs Luis Henrique da Silva,Ion-Cutelaba,1.36,Luis-Henrique-da-Silva,3.9
1115,Tim Elliott vs Ben Nguyen,Ben-Nguyen,2.85,Tim-Elliott,1.53
1116,Ross Pearson vs Daniel Hooker,Daniel-Hooker,1.74,Ross-Pearson,2.3
1117,Alex Volkanovski vs Mizuto Hirota,Alex-Volkanovski,1.21,Mizuto-Hirota,5.45
1118,Vinc Pichel vs Damien Brown,Vinc-Pichel,2.05,Damien-Brown,1.91
1119,Dominique Steele vs Luke Jumeau,Luke-Jumeau,2.5,Dominique-Steele,1.62
1120,John Moraga vs Ashkan Mokhtarian,John-Moraga,1.62,Ashkan-Mokhtarian,2.7
1121,Zak Ottow vs Kiichi Kunimoto,Zak-Ottow,1.33,Kiichi-Kunimoto,4.0
1122,J.J. Aldrich vs Chan-Mi Jeon,J.J.-Aldrich,1.62,Chan-Mi-Jeon,2.65
1123,Jose Aldo vs Max Holloway,Max-Holloway,2.3,Jose-Aldo,1.71
1124,Claudia Gadelha vs Karolina Kowalkiewicz,Claudia-Gadelha,1.34,Karolina-Kowalkiewicz,3.6
1125,Vitor Belfort vs Nate Marquardt,Vitor-Belfort,1.65,Nate-Marquardt,2.47
1126,Paulo Costa vs Oluwale Bamgbose,Paulo-Costa,1.4,Oluwale-Bamgbose,3.3
1127,Erick Silva vs Yancy Medeiros,Yancy-Medeiros,1.75,Erick-Silva,2.25
1128,Eric Spicely vs Antonio Carlos Junior,Antonio-Carlos-Junior,1.4,Eric-Spicely,3.65
1129,Johnny Eduardo vs Matthew Lopez,Matthew-Lopez,1.87,Johnny-Eduardo,2.5
1130,Yuri Alcantara vs Brian Kelleher,Brian-Kelleher,3.9,Yuri-Alcantara,1.31
1131,Viviane Pereira vs Jamie Moyle,Viviane-Pereira,1.67,Jamie-Moyle,2.45
1132,Luan Chagas vs Jim Wallhead,Luan-Chagas,1.41,Jim-Wallhead,3.25
1133,Marco Beltran vs Deiveson Figueiredo,Deiveson-Figueiredo,1.71,Marco-Beltran,2.3
1134,Alexander Gustafsson vs Glover Teixeira,Alexander-Gustafsson,1.35,Glover-Teixeira,3.7
1135,Misha Cirkunov vs Volkan Oezdemir,Volkan-Oezdemir,5.0,Misha-Cirkunov,1.25
1136,Ben Saunders vs Peter Sobotta,Peter-Sobotta,2.0,Ben-Saunders,2.02
1137,Abdul Razak Alhassan vs Omari Akhmedov,Omari-Akhmedov,3.2,Abdul-Razak-Alhassan,1.45
1138,Oliver Enkamp vs Nordine Taleb,Nordine-Taleb,1.28,Oliver-Enkamp,4.25
1139,Jack Hermansson vs Alex Nicholson,Jack-Hermansson,1.65,Alex-Nicholson,2.45
1140,Pedro Munhoz vs Damian Stasiak,Pedro-Munhoz,1.14,Damian-Stasiak,7.62
1141,Trevor Smith vs Chris Camozzi,Trevor-Smith,2.6,Chris-Camozzi,1.65
1142,Joaquim Silva vs Reza Madadi,Joaquim-Silva,1.65,Reza-Madadi,2.5
1143,Nico Musoke vs Bojan Velickovic,Bojan-Velickovic,2.2,Nico-Musoke,1.8
1144,Darren Till vs Jessin Ayari,Darren-Till,1.35,Jessin-Ayari,3.95
1145,Marcin Held vs Damir Hadzovic,Damir-Hadzovic,3.8,Marcin-Held,1.36
1146,Stipe Miocic vs Junior dos Santos,Stipe-Miocic,1.74,Junior-dos-Santos,2.25
1147,Joanna Jedrzejczyk vs Jessica Andrade,Joanna-Jedrzejczyk,1.57,Jessica-Andrade,2.8
1148,Demian Maia vs Jorge Masvidal,Demian-Maia,2.1,Jorge-Masvidal,1.87
1149,Frankie Edgar vs Yair Rodriguez,Frankie-Edgar,1.87,Yair-Rodriguez,2.2
1150,David Branch vs Krzysztof Jotko,David-Branch,2.4,Krzysztof-Jotko,1.67
1151,Chas Skelly vs Jason Knight,Jason-Knight,2.05,Chas-Skelly,1.95
1152,Chase Sherman vs Rashad Coulter,Chase-Sherman,1.95,Rashad-Coulter,2.0
1153,James Vick vs Marco Polo Reyes,James-Vick,1.27,Marco-Polo-Reyes,4.55
1154,Jessica Aguilar vs Cortney Casey,Cortney-Casey,1.73,Jessica-Aguilar,2.36
1155,Gabriel Benitez vs Enrique Barzola,Enrique-Barzola,2.3,Gabriel-Benitez,1.77
1156,Joachim Christensen vs Gadzhimurad Antigulov,Gadzhimurad-Antigulov,1.26,Joachim-Christensen,4.5
1157,Cub Swanson vs Artem Lobov,Cub-Swanson,1.19,Artem-Lobov,6.4
1158,Diego Sanchez vs Al Iaquinta,Al-Iaquinta,1.26,Diego-Sanchez,4.4
1159,Ovince St Preux vs Marcos Rogerio de Lima,Ovince-St-Preux,1.65,Marcos-Rogerio-de-Lima,2.45
1160,John Dodson vs Eddie Wineland,John-Dodson,1.24,Eddie-Wineland,4.8
1161,Joe Lauzon vs Stevie Ray,Stevie-Ray,1.57,Joe-Lauzon,2.66
1162,Jake Ellenberger vs Mike Perry,Mike-Perry,1.8,Jake-Ellenberger,2.2
1163,Thales Leites vs Sam Alvey,Thales-Leites,1.83,Sam-Alvey,2.1
1164,Dustin Ortiz vs Brandon Moreno,Brandon-Moreno,2.3,Dustin-Ortiz,1.83
1165,Scott Holtzman vs Michael McBride,Scott-Holtzman,1.39,Michael-McBride,3.6
1166,Danielle Taylor vs Jessica Penne,Danielle-Taylor,1.94,Jessica-Penne,1.98
1167,Alexis Davis vs Cindy Dandois,Alexis-Davis,1.37,Cindy-Dandois,3.55
1168,Bryan Barberena vs Joe Proctor,Bryan-Barberena,1.33,Joe-Proctor,3.85
1169,Matt Schnell vs Hector Sandoval,Hector-Sandoval,2.25,Matt-Schnell,1.74
1170,Demetrious Johnson vs Wilson Reis,Demetrious-Johnson,1.14,Wilson-Reis,8.6
1171,Michelle Waterson vs Rose Namajunas,Rose-Namajunas,2.13,Michelle-Waterson,1.91
1172,Ronaldo Souza vs Robert Whittaker,Robert-Whittaker,3.4,Ronaldo-Souza,1.39
1173,Jeremy Stephens vs Renato Moicano,Renato-Moicano,2.6,Jeremy-Stephens,1.61
1174,Roy Nelson vs Alexander Volkov,Alexander-Volkov,1.67,Roy-Nelson,2.39
1175,Tom Duquesnoy vs Patrick Williams,Tom-Duquesnoy,1.11,Patrick-Williams,8.75
1176,Bobby Green vs Rashid Magomedov,Rashid-Magomedov,1.31,Bobby-Green,4.15
1177,Aljamain Sterling vs Augusto Mendes,Aljamain-Sterling,1.29,Augusto-Mendes,4.4
1178,Tim Elliott vs Louis Smolka,Tim-Elliott,1.57,Louis-Smolka,2.75
1179,Devin Clark vs Jake Collier,Devin-Clark,1.73,Jake-Collier,2.3
1180,Anthony Smith vs Andrew Sanchez,Anthony-Smith,3.9,Andrew-Sanchez,1.31
1181,Nathan Coy vs Zak Cummings,Zak-Cummings,1.25,Nathan-Coy,5.5
1182,Ketlen Vieira vs Ashlee Evans-Smith,Ketlen-Vieira,2.55,Ashlee-Evans-Smith,1.65
1183,Daniel Cormier vs Anthony Johnson,Daniel-Cormier,2.1,Anthony-Johnson,1.83
1184,Daniel Cormier vs Anthony Johnson,Daniel-Cormier,2.1,Anthony-Johnson,1.83
1185,Daniel Cormier vs Anthony Johnson,Daniel-Cormier,1.96,Anthony-Johnson,1.96
1186,Daniel Cormier vs Anthony Johnson,Daniel-Cormier,1.96,Anthony-Johnson,1.96
1187,Gegard Mousasi vs Chris Weidman,Gegard-Mousasi,1.87,Chris-Weidman,2.05
1188,Cynthia Calvillo vs Pearl Gonzalez,Cynthia-Calvillo,1.39,Pearl-Gonzalez,3.7
1189,Thiago Alves vs Patrick Cote,Thiago-Alves,2.2,Patrick-Cote,1.77
1190,Will Brooks vs Charles Oliveira,Charles-Oliveira,3.0,Will-Brooks,1.46
1191,Myles Jury vs Mike de la Torre,Myles-Jury,1.25,Mike-de-la-Torre,4.8
1192,Kamaru Usman vs Sean Strickland,Kamaru-Usman,1.36,Sean-Strickland,3.7
1193,Charles Rosa vs Shane Burgos,Shane-Burgos,1.5,Charles-Rosa,3.0
