,Weight class,Method,Round,Time,location,date,fighturl,eventurl,winner,loser
4741,Heavyweight,KO/TKO,1,4:13,"Las Vegas, Nevada, USA",2006-07-08,http://ufcstats.com/fight-details/e3b5f66198161226,http://ufcstats.com/event-details/f70144caea5c4c80,Cheick Kongo,Gilbert Aldana
4742,Welterweight,SUB  Rear Naked Choke,3,1:20,"Las Vegas, Nevada, USA",2006-07-08,http://ufcstats.com/fight-details/979318b05efd1ea4,http://ufcstats.com/event-details/f70144caea5c4c80,Drew Fickett,Kurt Pellegrino
4743,Welterweight,M-DEC,3,5:00,"Las Vegas, Nevada, USA",2006-06-28,http://ufcstats.com/fight-details/c4f05ff2781530f4,http://ufcstats.com/event-details/445a98acb8985970,Jonathan Goulet,Luke Cummo
4744,Middleweight,KO/TKO  Punches,1,0:49,"Las Vegas, Nevada, USA",2006-06-28,http://ufcstats.com/fight-details/ccdd6c7577927a8c,http://ufcstats.com/event-details/445a98acb8985970,Anderson Silva,Chris Leben
4745,Light Heavyweight,M-DEC,3,5:00,"Las Vegas, Nevada, USA",2006-06-28,http://ufcstats.com/fight-details/e22b2f50d7eeed3a,http://ufcstats.com/event-details/445a98acb8985970,Rashad Evans,Stephan Bonnar
4746,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2006-06-28,http://ufcstats.com/fight-details/e7225dcc3349ae57,http://ufcstats.com/event-details/445a98acb8985970,Mark Hominick,Jorge Gurgel
4747,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2006-06-28,http://ufcstats.com/fight-details/4f1a8eade87e928e,http://ufcstats.com/event-details/445a98acb8985970,Josh Koscheck,Dave Menne
4748,Light Heavyweight,KO/TKO  Punches,1,5:00,"Las Vegas, Nevada, USA",2006-06-28,http://ufcstats.com/fight-details/b0ba95fd1503411f,http://ufcstats.com/event-details/445a98acb8985970,Jason Lambert,Branden Lee Hinkle
4749,Welterweight,KO/TKO  Kick,2,4:37,"Las Vegas, Nevada, USA",2006-06-28,http://ufcstats.com/fight-details/16de071ad45cd350,http://ufcstats.com/event-details/445a98acb8985970,Jon Fitch,Thiago Alves
4750,Light Heavyweight,SUB  Armbar,1,4:01,"Las Vegas, Nevada, USA",2006-06-28,http://ufcstats.com/fight-details/282d8651ca34b7f6,http://ufcstats.com/event-details/445a98acb8985970,Rob MacDonald,Kristian Rothaermel
4751,Middleweight,KO/TKO  Knee,1,2:13,"Las Vegas, Nevada, USA",2006-06-28,http://ufcstats.com/fight-details/919c86cce0eca615,http://ufcstats.com/event-details/445a98acb8985970,Jorge Santiago,Justin Levens
4752,Lightweight,SUB  Rear Naked Choke,1,1:46,"Las Vegas, Nevada, USA",2006-06-24,http://ufcstats.com/fight-details/7cdb56b2f207a41b,http://ufcstats.com/event-details/1dab0d1d81dd06db,Kenny Florian,Sam Stout
4753,Light Heavyweight,KO/TKO  Punches,2,4:14,"Las Vegas, Nevada, USA",2006-06-24,http://ufcstats.com/fight-details/b48a211abe177846,http://ufcstats.com/event-details/1dab0d1d81dd06db,Michael Bisping,Josh Haynes
4754,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2006-06-24,http://ufcstats.com/fight-details/2b95f2982b19518a,http://ufcstats.com/event-details/1dab0d1d81dd06db,Kendall Grove,Ed Herman
4755,Light Heavyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2006-06-24,http://ufcstats.com/fight-details/2168b2c814faada6,http://ufcstats.com/event-details/1dab0d1d81dd06db,Keith Jardine,Wilson Gouveia
4756,Middleweight,SUB  Triangle Choke,1,0:44,"Las Vegas, Nevada, USA",2006-06-24,http://ufcstats.com/fight-details/4df8efe64e83f74e,http://ufcstats.com/event-details/1dab0d1d81dd06db,Rory Singer,Ross Pointon
4757,Middleweight,SUB  Rear Naked Choke,1,2:56,"Las Vegas, Nevada, USA",2006-06-24,http://ufcstats.com/fight-details/387bdcc2ca8709c1,http://ufcstats.com/event-details/1dab0d1d81dd06db,Kalib Starnes,Danny Abbadi
4758,Middleweight,KO/TKO  Punch,1,4:15,"Las Vegas, Nevada, USA",2006-06-24,http://ufcstats.com/fight-details/5bfba809430d178b,http://ufcstats.com/event-details/1dab0d1d81dd06db,Luigi Fioravanti,Solomon Hutcherson
4759,Light Heavyweight,KO/TKO  Elbows,1,4:47,"Las Vegas, Nevada, USA",2006-06-24,http://ufcstats.com/fight-details/20e28ee267d9b5dc,http://ufcstats.com/event-details/1dab0d1d81dd06db,Matt Hamill,Jesse Forbes
4760,Light Heavyweight,SUB  Rear Naked Choke,1,3:10,"Las Vegas, Nevada, USA",2006-06-24,http://ufcstats.com/fight-details/43e5f75fe9cedafd,http://ufcstats.com/event-details/1dab0d1d81dd06db,Mike Nickels,Wes Combs
4761,Catch Weight,KO/TKO  Punches,1,4:39,"Los Angeles, California, USA",2006-05-27,http://ufcstats.com/fight-details/ed3ae3852fe549d4,http://ufcstats.com/event-details/a54a35a670d8e852,Matt Hughes,Royce Gracie
4762,Light Heavyweight,SUB  Triangle Choke,1,2:20,"Los Angeles, California, USA",2006-05-27,http://ufcstats.com/fight-details/356fdab9bc109093,http://ufcstats.com/event-details/a54a35a670d8e852,Dean Lister,Alessio Sakara
4763,Welterweight,U-DEC,3,5:00,"Los Angeles, California, USA",2006-05-27,http://ufcstats.com/fight-details/d490c78bd5d0145a,http://ufcstats.com/event-details/a54a35a670d8e852,Diego Sanchez,John Alessio
4764,Heavyweight,SUB  Guillotine Choke,1,2:39,"Los Angeles, California, USA",2006-05-27,http://ufcstats.com/fight-details/c66bd50ed1e75d2b,http://ufcstats.com/event-details/a54a35a670d8e852,Brandon Vera,Assuerio Silva
