,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Pass,Rev.,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,W_L_FIGHTERS
75,Frank Camacho Beneil Dariush,0  0,3 of 9  13 of 18,33%  72%,3 of 9  14 of 19,0 of 0  2 of 2,0%  100%,0  1,0  1,0  0,3 of 9  13 of 18,1 of 7  8 of 13,2 of 2  3 of 3,0 of 0  2 of 2,2 of 8  11 of 16,1 of 1  2 of 2,0 of 0  0 of 0,Beneil Dariush  Frank Camacho
76,Ciryl Gane Don'Tale Mayes,1  0,94 of 168  32 of 121,55%  26%,99 of 173  40 of 132,3 of 3  0 of 0,100%  0%,1  0,1  0,0  0,94 of 168  32 of 121,50 of 112  14 of 90,30 of 40  5 of 9,14 of 16  13 of 22,68 of 128  30 of 118,22 of 29  2 of 3,4 of 11  0 of 0,Ciryl Gane  Don'Tale Mayes
77,Muslim Salikhov Laureano Staropoli,0  0,63 of 132  42 of 138,47%  30%,64 of 133  48 of 144,3 of 5  0 of 3,60%  0%,0  0,0  0,0  0,63 of 132  42 of 138,41 of 105  26 of 110,15 of 20  13 of 25,7 of 7  3 of 3,49 of 109  40 of 135,11 of 18  2 of 3,3 of 5  0 of 0,Muslim Salikhov  Laureano Staropoli
78,Randa Markos Ashley Yoder,0  0,78 of 140  44 of 107,55%  41%,94 of 158  82 of 148,0 of 1  2 of 6,0%  33%,0  0,1  3,1  1,78 of 140  44 of 107,58 of 116  30 of 84,10 of 13  11 of 16,10 of 11  3 of 7,42 of 93  24 of 80,26 of 33  5 of 10,10 of 14  15 of 17,Randa Markos  Ashley Yoder
79,Alex White Rafael Fiziev,0  0,55 of 133  66 of 131,41%  50%,66 of 146  73 of 138,0 of 11  1 of 1,0%  100%,0  0,0  0,0  0,55 of 133  66 of 131,37 of 102  40 of 86,15 of 27  12 of 26,3 of 4  14 of 19,36 of 107  52 of 109,18 of 25  14 of 22,1 of 1  0 of 0,Rafael Fiziev  Alex White
80,Enrique Barzola Movsar Evloev,0  0,78 of 234  71 of 233,33%  30%,83 of 239  78 of 244,1 of 5  4 of 11,20%  36%,0  0,1  0,0  0,78 of 234  71 of 233,48 of 189  63 of 220,21 of 31  3 of 5,9 of 14  5 of 8,64 of 212  66 of 221,6 of 7  4 of 10,8 of 15  1 of 2,Movsar Evloev  Enrique Barzola
81,Maurice Greene Sergei Pavlovich,0  1,8 of 22  20 of 37,36%  54%,8 of 22  21 of 38,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,8 of 22  20 of 37,1 of 11  20 of 36,1 of 2  0 of 1,6 of 9  0 of 0,8 of 22  7 of 17,0 of 0  5 of 8,0 of 0  8 of 12,Sergei Pavlovich  Maurice Greene
82,Loma Lookboonmee Alexandra Albu,0  0,99 of 151  65 of 157,65%  41%,112 of 164  77 of 171,1 of 6  1 of 3,16%  33%,0  0,0  0,0  0,99 of 151  65 of 157,31 of 66  42 of 128,54 of 71  21 of 25,14 of 14  2 of 4,38 of 74  34 of 114,61 of 77  29 of 39,0 of 0  2 of 4,Loma Lookboonmee  Alexandra Albu
83,Raphael Pessoa Jeff Hughes,1  0,39 of 138  34 of 77,28%  44%,43 of 143  48 of 93,0 of 0  0 of 0,0%  0%,0  0,0  0,0  1,39 of 138  34 of 77,22 of 112  10 of 46,3 of 8  6 of 9,14 of 18  18 of 22,32 of 125  28 of 68,7 of 13  3 of 4,0 of 0  3 of 5,Raphael Pessoa  Jeff Hughes
84,Dominick Reyes Chris Weidman,1  0,8 of 11  3 of 6,72%  50%,9 of 12  10 of 13,0 of 0  1 of 4,0%  25%,0  0,0  0,0  0,8 of 11  3 of 6,7 of 10  1 of 4,0 of 0  2 of 2,1 of 1  0 of 0,2 of 4  1 of 3,2 of 2  1 of 1,4 of 5  1 of 2,Dominick Reyes  Chris Weidman
85,Yair Rodriguez Jeremy Stephens,0  0,96 of 170  50 of 95,56%  52%,136 of 213  99 of 156,0 of 3  3 of 4,0%  75%,0  0,0  1,0  0,96 of 170  50 of 95,65 of 127  35 of 76,14 of 23  10 of 10,17 of 20  5 of 9,54 of 100  19 of 51,6 of 10  6 of 11,36 of 60  25 of 33,Yair Rodriguez  Jeremy Stephens
86,Joe Lauzon Jonathan Pearce,0  0,25 of 36  8 of 19,69%  42%,28 of 39  8 of 19,1 of 2  0 of 0,50%  0%,0  0,2  0,0  0,25 of 36  8 of 19,24 of 35  4 of 14,1 of 1  2 of 3,0 of 0  2 of 2,9 of 19  8 of 18,1 of 1  0 of 1,15 of 16  0 of 0,Joe Lauzon  Jonathan Pearce
87,Maycee Barber Gillian Robertson,0  0,34 of 68  12 of 28,50%  42%,40 of 74  15 of 31,0 of 0  0 of 2,0%  0%,0  0,0  0,0  0,34 of 68  12 of 28,31 of 65  8 of 21,3 of 3  2 of 3,0 of 0  2 of 4,15 of 46  11 of 27,16 of 19  1 of 1,3 of 3  0 of 0,Maycee Barber  Gillian Robertson
88,Deron Winn Darren Stewart,0  0,29 of 53  57 of 119,54%  47%,66 of 98  77 of 140,6 of 15  1 of 1,40%  100%,0  0,1  0,1  0,29 of 53  57 of 119,25 of 49  54 of 115,1 of 1  3 of 4,3 of 3  0 of 0,11 of 31  31 of 88,7 of 11  14 of 17,11 of 11  12 of 14,Darren Stewart  Deron Winn
89,Charles Rosa Manny Bermudez,0  0,6 of 8  27 of 38,75%  71%,8 of 11  37 of 49,0 of 0  1 of 1,0%  100%,1  0,0  1,0  0,6 of 8  27 of 38,1 of 3  25 of 36,2 of 2  2 of 2,3 of 3  0 of 0,6 of 8  1 of 5,0 of 0  0 of 1,0 of 0  26 of 32,Charles Rosa  Manny Bermudez
90,Molly McCann Diana Belbita,0  0,113 of 238  98 of 252,47%  38%,126 of 252  104 of 260,5 of 14  1 of 1,35%  100%,1  0,5  0,0  0,113 of 238  98 of 252,86 of 199  58 of 201,17 of 24  23 of 31,10 of 15  17 of 20,73 of 177  76 of 219,8 of 14  18 of 29,32 of 47  4 of 4,Molly McCann  Diana Belbita
91,Kyle Bochniak Sean Woodson,0  0,42 of 151  111 of 251,27%  44%,52 of 161  150 of 290,1 of 15  0 of 0,6%  0%,0  0,0  0,0  0,42 of 151  111 of 251,17 of 113  93 of 231,15 of 26  8 of 10,10 of 12  10 of 10,32 of 137  104 of 243,10 of 14  7 of 8,0 of 0  0 of 0,Sean Woodson  Kyle Bochniak
92,Randy Costa Boston Salmon,2  0,22 of 44  12 of 22,50%  54%,23 of 45  16 of 26,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,22 of 44  12 of 22,21 of 41  4 of 13,1 of 3  7 of 8,0 of 0  1 of 1,19 of 36  11 of 21,0 of 1  1 of 1,3 of 7  0 of 0,Randy Costa  Boston Salmon
93,Court McGee Sean Brady,0  1,107 of 291  119 of 210,36%  56%,128 of 313  148 of 240,0 of 6  2 of 3,0%  66%,0  0,0  0,0  0,107 of 291  119 of 210,71 of 236  85 of 168,12 of 29  8 of 13,24 of 26  26 of 29,101 of 282  116 of 203,6 of 9  3 of 6,0 of 0  0 of 1,Sean Brady  Court McGee
94,Brendan Allen Kevin Holland,0  0,10 of 22  22 of 38,45%  57%,23 of 41  37 of 55,2 of 3  1 of 1,66%  100%,4  1,5  2,2  1,10 of 22  22 of 38,7 of 19  14 of 27,1 of 1  5 of 6,2 of 2  3 of 5,5 of 14  12 of 26,1 of 1  0 of 0,4 of 7  10 of 12,Brendan Allen  Kevin Holland
95,Daniel Spitz Tanner Boser,0  0,32 of 108  93 of 151,29%  61%,32 of 108  93 of 151,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,32 of 108  93 of 151,20 of 83  33 of 86,6 of 16  25 of 27,6 of 9  35 of 38,32 of 108  93 of 151,0 of 0  0 of 0,0 of 0  0 of 0,Tanner Boser  Daniel Spitz
96,Joanna Jedrzejczyk Michelle Waterson,0  0,180 of 300  58 of 160,60%  36%,226 of 347  71 of 174,3 of 5  1 of 9,60%  11%,1  1,0  1,0  0,180 of 300  58 of 160,48 of 136  25 of 84,54 of 74  12 of 40,78 of 90  21 of 36,132 of 246  44 of 141,48 of 54  14 of 19,0 of 0  0 of 0,Joanna Jedrzejczyk  Michelle Waterson
97,Cub Swanson Kron Gracie,0  0,135 of 288  86 of 200,46%  43%,143 of 296  109 of 225,0 of 0  0 of 2,0%  0%,0  0,0  0,0  0,135 of 288  86 of 200,84 of 215  73 of 177,40 of 58  4 of 8,11 of 15  9 of 15,110 of 252  74 of 182,24 of 34  11 of 16,1 of 2  1 of 2,Cub Swanson  Kron Gracie
98,Niko Price James Vick,1  0,11 of 22  9 of 18,50%  50%,15 of 28  10 of 19,0 of 1  0 of 0,0%  0%,0  0,1  0,0  0,11 of 22  9 of 18,10 of 21  6 of 15,0 of 0  1 of 1,1 of 1  2 of 2,2 of 9  5 of 11,0 of 0  0 of 0,9 of 13  4 of 7,Niko Price  James Vick
99,Mackenzie Dern Amanda Ribas,0  0,20 of 145  74 of 206,13%  35%,50 of 175  84 of 216,0 of 6  2 of 2,0%  100%,0  0,0  0,0  0,20 of 145  74 of 206,16 of 135  40 of 163,3 of 8  21 of 28,1 of 2  13 of 15,19 of 144  72 of 203,0 of 0  0 of 0,1 of 1  2 of 3,Amanda Ribas  Mackenzie Dern
100,Matt Frevola Luis Pena,0  0,48 of 110  51 of 120,43%  42%,51 of 115  60 of 129,4 of 7  1 of 2,57%  50%,0  2,1  1,0  3,48 of 110  51 of 120,27 of 82  43 of 104,10 of 17  7 of 15,11 of 11  1 of 1,46 of 105  37 of 101,2 of 5  8 of 10,0 of 0  6 of 9,Matt Frevola  Luis Pena
101,Eryk Anders Gerald Meerschaert,0  0,64 of 178  72 of 202,35%  35%,64 of 178  72 of 202,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,64 of 178  72 of 202,31 of 132  56 of 185,14 of 22  13 of 14,19 of 24  3 of 3,61 of 173  71 of 201,2 of 2  1 of 1,1 of 3  0 of 0,Eryk Anders  Gerald Meerschaert
102,Ryan Spann Devin Clark,0  0,17 of 48  17 of 37,35%  45%,17 of 48  22 of 42,0 of 1  2 of 3,0%  66%,1  0,0  0,0  0,17 of 48  17 of 37,14 of 44  8 of 27,3 of 4  7 of 8,0 of 0  2 of 2,8 of 36  11 of 29,9 of 12  6 of 8,0 of 0  0 of 0,Ryan Spann  Devin Clark
103,Mike Davis Thomas Gifford,2  0,139 of 222  88 of 242,62%  36%,141 of 224  89 of 243,2 of 2  0 of 2,100%  0%,0  0,1  0,0  0,139 of 222  88 of 242,96 of 166  45 of 189,32 of 40  18 of 23,11 of 16  25 of 30,98 of 173  80 of 229,17 of 18  8 of 11,24 of 31  0 of 2,Mike Davis  Thomas Gifford
104,Max Griffin Alex Morono,0  1,75 of 166  81 of 255,45%  31%,94 of 189  87 of 261,4 of 5  0 of 1,80%  0%,0  0,1  0,0  0,75 of 166  81 of 255,37 of 115  60 of 229,33 of 45  11 of 15,5 of 6  10 of 11,69 of 156  68 of 237,5 of 9  12 of 16,1 of 1  1 of 2,Alex Morono  Max Griffin
105,Deiveson Figueiredo Tim Elliott,0  0,8 of 13  26 of 38,61%  68%,8 of 13  33 of 45,0 of 1  1 of 3,0%  33%,1  0,0  0,0  0,8 of 13  26 of 38,8 of 13  10 of 16,0 of 0  1 of 5,0 of 0  15 of 17,6 of 10  20 of 28,2 of 3  6 of 10,0 of 0  0 of 0,Deiveson Figueiredo  Tim Elliott
106,Marlon Vera Andre Ewell,0  0,80 of 133  50 of 131,60%  38%,87 of 140  67 of 148,0 of 1  0 of 1,0%  0%,2  0,0  0,0  0,80 of 133  50 of 131,41 of 83  38 of 112,19 of 26  11 of 18,20 of 24  1 of 1,51 of 95  49 of 124,15 of 21  1 of 6,14 of 17  0 of 1,Marlon Vera  Andre Ewell
107,Miguel Baeza Hector Aldana,1  0,35 of 61  8 of 42,57%  19%,35 of 61  8 of 42,1 of 1  0 of 0,100%  0%,0  0,0  0,0  0,35 of 61  8 of 42,16 of 38  2 of 30,3 of 7  0 of 4,16 of 16  6 of 8,29 of 51  8 of 42,0 of 0  0 of 0,6 of 10  0 of 0,Miguel Baeza  Hector Aldana
108,Marvin Vettori Andrew Sanchez,0  0,85 of 205  39 of 185,41%  21%,86 of 206  39 of 185,0 of 0  0 of 2,0%  0%,0  0,0  0,0  0,85 of 205  39 of 185,72 of 187  21 of 146,10 of 14  6 of 17,3 of 4  12 of 22,74 of 188  38 of 183,11 of 17  1 of 2,0 of 0  0 of 0,Marvin Vettori  Andrew Sanchez
109,JJ Aldrich Lauren Mueller,0  0,74 of 160  54 of 147,46%  36%,78 of 164  60 of 153,1 of 2  1 of 1,50%  100%,0  0,1  0,0  0,74 of 160  54 of 147,59 of 142  34 of 117,10 of 11  10 of 20,5 of 7  10 of 10,70 of 151  52 of 145,4 of 9  2 of 2,0 of 0  0 of 0,JJ Aldrich  Lauren Mueller
110,Robert Whittaker Israel Adesanya,0  2,32 of 116  40 of 95,27%  42%,32 of 116  40 of 95,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,32 of 116  40 of 95,20 of 97  27 of 80,3 of 5  6 of 8,9 of 14  7 of 7,32 of 116  37 of 91,0 of 0  0 of 0,0 of 0  3 of 4,Israel Adesanya  Robert Whittaker
111,Al Iaquinta Dan Hooker,0  1,37 of 116  98 of 207,31%  47%,38 of 117  104 of 213,0 of 3  0 of 1,0%  0%,0  0,0  2,0  0,37 of 116  98 of 207,21 of 93  68 of 168,7 of 11  7 of 13,9 of 12  23 of 26,37 of 116  76 of 182,0 of 0  0 of 0,0 of 0  22 of 25,Dan Hooker  Al Iaquinta
112,Tai Tuivasa Serghei Spivac,0  0,21 of 50  23 of 42,42%  54%,22 of 51  40 of 60,0 of 0  6 of 8,0%  75%,0  1,0  6,0  0,21 of 50  23 of 42,8 of 32  22 of 41,4 of 8  1 of 1,9 of 10  0 of 0,17 of 39  8 of 27,4 of 9  1 of 1,0 of 2  14 of 14,Serghei Spivac  Tai Tuivasa
113,Luke Jumeau Dhiego Lima,0  0,24 of 95  32 of 105,25%  30%,24 of 95  49 of 124,0 of 0  2 of 6,0%  33%,0  0,0  0,0  0,24 of 95  32 of 105,17 of 85  15 of 72,1 of 4  2 of 12,6 of 6  15 of 21,24 of 95  30 of 99,0 of 0  0 of 0,0 of 0  2 of 6,Dhiego Lima  Luke Jumeau
114,Justin Tafa Yorgan De Castro,0  1,6 of 9  4 of 12,66%  33%,17 of 20  6 of 14,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,6 of 9  4 of 12,5 of 8  2 of 10,1 of 1  2 of 2,0 of 0  0 of 0,2 of 3  4 of 8,4 of 6  0 of 4,0 of 0  0 of 0,Yorgan De Castro  Justin Tafa
115,Jake Matthews Rostem Akman,0  0,59 of 133  15 of 110,44%  13%,61 of 136  15 of 110,0 of 2  0 of 0,0%  0%,0  0,0  0,0  0,59 of 133  15 of 110,19 of 76  8 of 94,20 of 35  6 of 15,20 of 22  1 of 1,53 of 127  11 of 104,6 of 6  4 of 6,0 of 0  0 of 0,Jake Matthews  Rostem Akman
116,Callan Potter Maki Pitolo,0  0,48 of 96  60 of 155,50%  38%,127 of 198  103 of 198,3 of 4  0 of 2,75%  0%,0  1,4  1,1  1,48 of 96  60 of 155,44 of 91  49 of 142,2 of 3  9 of 11,2 of 2  2 of 2,41 of 89  60 of 155,4 of 4  0 of 0,3 of 3  0 of 0,Callan Potter  Maki Pitolo
117,Brad Riddell Jamie Mullarkey,0  0,91 of 153  36 of 95,59%  37%,104 of 167  41 of 100,1 of 1  3 of 15,100%  20%,0  1,5  2,1  1,91 of 153  36 of 95,70 of 129  25 of 83,14 of 16  4 of 4,7 of 8  7 of 8,63 of 121  35 of 93,3 of 3  0 of 0,25 of 29  1 of 2,Brad Riddell  Jamie Mullarkey
118,Megan Anderson Zarah Fairn,0  0,10 of 18  2 of 5,55%  40%,22 of 33  32 of 45,1 of 2  0 of 0,50%  0%,1  0,2  0,0  1,10 of 18  2 of 5,10 of 17  2 of 5,0 of 1  0 of 0,0 of 0  0 of 0,0 of 4  2 of 5,0 of 1  0 of 0,10 of 13  0 of 0,Megan Anderson  Zarah Fairn
119,Nadia Kassem Ji Yeon Kim,0  1,45 of 131  80 of 179,34%  44%,53 of 139  83 of 185,1 of 2  0 of 0,50%  0%,0  0,0  0,0  0,45 of 131  80 of 179,9 of 67  64 of 151,31 of 56  12 of 19,5 of 8  4 of 9,40 of 119  74 of 167,4 of 8  5 of 8,1 of 4  1 of 4,Ji Yeon Kim  Nadia Kassem
120,Khalid Taha Bruno Silva,1  0,38 of 88  20 of 50,43%  40%,74 of 127  51 of 88,0 of 1  2 of 11,0%  18%,1  0,1  1,0  0,38 of 88  20 of 50,29 of 69  9 of 33,4 of 11  8 of 11,5 of 8  3 of 6,19 of 62  10 of 31,6 of 7  1 of 1,13 of 19  9 of 18,Khalid Taha  Bruno Silva
121,Jack Hermansson Jared Cannonier,0  1,20 of 42  28 of 53,47%  52%,22 of 45  29 of 54,1 of 6  0 of 0,16%  0%,0  0,1  1,0  0,20 of 42  28 of 53,5 of 21  21 of 43,2 of 5  2 of 3,13 of 16  5 of 7,19 of 41  10 of 34,1 of 1  1 of 2,0 of 0  17 of 17,Jared Cannonier  Jack Hermansson
122,Mark Madsen Danilo Belluardo,0  0,22 of 29  0 of 1,75%  0%,24 of 31  0 of 1,1 of 2  0 of 0,50%  0%,0  0,1  0,0  0,22 of 29  0 of 1,22 of 29  0 of 1,0 of 0  0 of 0,0 of 0  0 of 0,0 of 2  0 of 1,1 of 1  0 of 0,21 of 26  0 of 0,Mark Madsen  Danilo Belluardo
123,Gunnar Nelson Gilbert Burns,0  0,20 of 36  30 of 76,55%  39%,26 of 45  46 of 99,0 of 2  1 of 3,0%  33%,0  1,0  1,0  0,20 of 36  30 of 76,9 of 23  8 of 47,4 of 5  8 of 11,7 of 8  14 of 18,18 of 32  19 of 55,2 of 3  10 of 18,0 of 1  1 of 3,Gilbert Burns  Gunnar Nelson
124,Ion Cutelaba Khalil Rountree Jr.,0  0,15 of 26  5 of 12,57%  41%,16 of 27  5 of 12,4 of 5  0 of 0,80%  0%,0  0,1  0,0  0,15 of 26  5 of 12,14 of 25  4 of 11,1 of 1  1 of 1,0 of 0  0 of 0,1 of 5  3 of 7,1 of 2  2 of 5,13 of 19  0 of 0,Ion Cutelaba  Khalil Rountree Jr.
125,Michal Oleksiejczuk Ovince Saint Preux,0  0,37 of 78  14 of 48,47%  29%,39 of 80  20 of 54,0 of 0  1 of 2,0%  50%,0  1,0  2,0  0,37 of 78  14 of 48,23 of 59  5 of 36,13 of 18  9 of 12,1 of 1  0 of 0,32 of 71  11 of 45,2 of 2  3 of 3,3 of 5  0 of 0,Ovince Saint Preux  Michal Oleksiejczuk
126,Nicolas Dalby Alex Oliveira,0  0,31 of 84  18 of 47,36%  38%,64 of 122  31 of 65,1 of 4  3 of 4,25%  75%,0  0,4  1,1  0,31 of 84  18 of 47,19 of 64  14 of 40,5 of 12  0 of 2,7 of 8  4 of 5,9 of 45  13 of 36,11 of 18  1 of 3,11 of 21  4 of 8,Nicolas Dalby  Alex Oliveira
127,Alen Amedovski John Phillips,0  1,2 of 11  5 of 8,18%  62%,2 of 11  5 of 8,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,2 of 11  5 of 8,2 of 11  4 of 7,0 of 0  1 of 1,0 of 0  0 of 0,2 of 11  3 of 6,0 of 0  0 of 0,0 of 0  2 of 2,John Phillips  Alen Amedovski
128,Alessio Di Chirico Makhmud Muradov,0  0,36 of 113  54 of 169,31%  31%,37 of 114  56 of 171,0 of 2  0 of 3,0%  0%,0  0,0  0,0  0,36 of 113  54 of 169,31 of 100  32 of 133,0 of 4  19 of 32,5 of 9  3 of 4,30 of 104  49 of 160,6 of 9  5 of 9,0 of 0  0 of 0,Makhmud Muradov  Alessio Di Chirico
129,Siyar Bahadurzada Ismail Naurdiev,0  0,12 of 96  69 of 126,12%  54%,14 of 98  149 of 218,0 of 0  3 of 3,0%  100%,0  0,0  3,0  0,12 of 96  69 of 126,10 of 89  30 of 71,2 of 5  15 of 24,0 of 2  24 of 31,12 of 95  63 of 113,0 of 1  0 of 0,0 of 0  6 of 13,Ismail Naurdiev  Siyar Bahadurzada
130,Brandon Davis Giga Chikadze,0  0,34 of 99  59 of 119,34%  49%,36 of 103  71 of 133,3 of 7  1 of 2,42%  50%,0  0,4  1,0  1,34 of 99  59 of 119,20 of 77  44 of 91,5 of 9  8 of 16,9 of 13  7 of 12,26 of 91  43 of 99,3 of 3  0 of 0,5 of 5  16 of 20,Giga Chikadze  Brandon Davis
131,Macy Chiasson Lina Lansberg,0  0,26 of 47  21 of 39,55%  53%,58 of 94  49 of 91,0 of 4  2 of 4,0%  50%,0  0,0  3,0  0,26 of 47  21 of 39,4 of 22  18 of 36,21 of 23  2 of 2,1 of 2  1 of 1,4 of 18  2 of 8,22 of 29  8 of 15,0 of 0  11 of 16,Lina Lansberg  Macy Chiasson
132,Marc Diakiese Lando Vannata,0  0,40 of 99  25 of 70,40%  35%,45 of 111  51 of 108,4 of 7  0 of 1,57%  0%,0  0,1  0,0  0,40 of 99  25 of 70,16 of 52  4 of 36,10 of 25  8 of 12,14 of 22  13 of 22,31 of 84  24 of 66,2 of 3  1 of 4,7 of 12  0 of 0,Marc Diakiese  Lando Vannata
133,Jack Shore Nohelin Hernandez,0  0,46 of 92  6 of 36,50%  16%,81 of 139  9 of 39,4 of 7  0 of 0,57%  0%,1  0,11  0,0  1,46 of 92  6 of 36,33 of 76  5 of 34,2 of 2  0 of 0,11 of 14  1 of 2,26 of 58  4 of 32,3 of 4  2 of 4,17 of 30  0 of 0,Jack Shore  Nohelin Hernandez
134,Carla Esparza Alexa Grasso,0  0,44 of 80  45 of 103,55%  43%,115 of 157  103 of 169,4 of 11  0 of 1,36%  0%,0  1,1  0,1  1,44 of 80  45 of 103,27 of 60  41 of 97,11 of 14  4 of 6,6 of 6  0 of 0,28 of 59  34 of 88,6 of 9  3 of 6,10 of 12  8 of 9,Carla Esparza  Alexa Grasso
135,Irene Aldana Vanessa Melo,0  0,125 of 333  68 of 250,37%  27%,127 of 335  68 of 250,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,125 of 333  68 of 250,79 of 271  48 of 207,21 of 34  9 of 28,25 of 28  11 of 15,124 of 332  68 of 250,1 of 1  0 of 0,0 of 0  0 of 0,Irene Aldana  Vanessa Melo
136,Martin Bravo Steven Peterson,0  1,86 of 199  49 of 105,43%  46%,93 of 206  53 of 109,2 of 5  0 of 0,40%  0%,0  0,0  0,0  0,86 of 199  49 of 105,60 of 157  33 of 84,20 of 33  12 of 17,6 of 9  4 of 4,85 of 198  46 of 98,1 of 1  1 of 2,0 of 0  2 of 5,Steven Peterson  Martin Bravo
137,Jose Quinonez Carlos Huachin,1  0,60 of 117  32 of 115,51%  27%,71 of 130  37 of 121,2 of 5  0 of 0,40%  0%,0  0,2  0,0  0,60 of 117  32 of 115,36 of 80  22 of 84,8 of 13  6 of 25,16 of 24  4 of 6,40 of 92  30 of 109,0 of 1  0 of 2,20 of 24  2 of 4,Jose Quinonez  Carlos Huachin
138,Polo Reyes Kyle Nelson,0  0,6 of 10  12 of 16,60%  75%,7 of 11  12 of 16,0 of 0  0 of 2,0%  0%,0  0,0  0,0  0,6 of 10  12 of 16,0 of 3  8 of 12,5 of 6  4 of 4,1 of 1  0 of 0,3 of 7  2 of 3,3 of 3  10 of 13,0 of 0  0 of 0,Kyle Nelson  Polo Reyes
139,Ariane Carnelossi Angela Hill,0  0,72 of 186  92 of 184,38%  50%,83 of 197  93 of 185,0 of 1  0 of 0,0%  0%,0  0,0  0,0  0,72 of 186  92 of 184,36 of 137  60 of 137,15 of 26  32 of 46,21 of 23  0 of 1,57 of 156  57 of 139,15 of 30  35 of 45,0 of 0  0 of 0,Angela Hill  Ariane Carnelossi
140,Sergio Pettis Tyson Nam,0  0,96 of 253  40 of 170,37%  23%,96 of 253  43 of 173,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,96 of 253  40 of 170,76 of 224  28 of 149,5 of 13  7 of 15,15 of 16  5 of 6,90 of 245  38 of 164,5 of 7  2 of 6,1 of 1  0 of 0,Sergio Pettis  Tyson Nam
141,Vinicius Moreira Paul Craig,0  1,1 of 3  18 of 27,33%  66%,1 of 3  33 of 43,0 of 0  1 of 1,0%  100%,0  1,0  1,0  0,1 of 3  18 of 27,0 of 2  16 of 25,0 of 0  2 of 2,1 of 1  0 of 0,1 of 3  1 of 3,0 of 0  6 of 6,0 of 0  11 of 18,Paul Craig  Vinicius Moreira
142,Sijara Eubanks Bethe Correia,0  0,77 of 169  59 of 127,45%  46%,94 of 186  77 of 146,1 of 5  0 of 1,20%  0%,0  0,1  0,0  0,77 of 169  59 of 127,58 of 138  42 of 101,12 of 23  12 of 19,7 of 8  5 of 7,55 of 140  54 of 118,8 of 10  5 of 9,14 of 19  0 of 0,Bethe Correia  Sijara Eubanks
143,Claudio Puelles Marcos Mariano,0  0,22 of 34  2 of 9,64%  22%,101 of 116  5 of 12,4 of 6  0 of 0,66%  0%,2  0,7  0,0  0,22 of 34  2 of 9,21 of 32  0 of 6,1 of 2  2 of 3,0 of 0  0 of 0,1 of 5  2 of 8,0 of 0  0 of 0,21 of 29  0 of 1,Claudio Puelles  Marcos Mariano
144,Donald Cerrone Justin Gaethje,0  1,17 of 52  40 of 61,32%  65%,17 of 52  40 of 61,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,17 of 52  40 of 61,12 of 45  27 of 44,4 of 6  0 of 2,1 of 1  13 of 15,17 of 52  36 of 55,0 of 0  2 of 3,0 of 0  2 of 3,Justin Gaethje  Donald Cerrone
145,Glover Teixeira Nikita Krylov,0  0,43 of 71  47 of 95,60%  49%,85 of 119  74 of 123,1 of 6  2 of 4,16%  50%,2  1,4  5,2  1,43 of 71  47 of 95,39 of 67  20 of 66,4 of 4  17 of 19,0 of 0  10 of 10,22 of 45  37 of 85,10 of 10  3 of 3,11 of 16  7 of 7,Glover Teixeira  Nikita Krylov
146,Michel Pereira Tristan Connelly,0  0,32 of 75  64 of 125,42%  51%,56 of 107  151 of 222,2 of 5  0 of 6,40%  0%,0  1,0  3,0  0,32 of 75  64 of 125,13 of 44  51 of 106,17 of 29  7 of 13,2 of 2  6 of 6,23 of 66  23 of 71,9 of 9  14 of 20,0 of 0  27 of 34,Tristan Connelly  Michel Pereira
147,Uriah Hall Antonio Carlos Junior,1  0,34 of 79  22 of 69,43%  31%,41 of 86  81 of 148,0 of 0  3 of 8,0%  37%,0  0,1  2,0  0,34 of 79  22 of 69,31 of 75  16 of 63,3 of 4  5 of 5,0 of 0  1 of 1,22 of 61  18 of 65,1 of 1  2 of 2,11 of 17  2 of 2,Uriah Hall  Antonio Carlos Junior
148,Misha Cirkunov Jimmy Crute,0  0,6 of 10  21 of 35,60%  60%,22 of 29  28 of 45,1 of 2  0 of 0,50%  0%,1  0,4  0,2  1,6 of 10  21 of 35,4 of 8  19 of 33,2 of 2  2 of 2,0 of 0  0 of 0,1 of 3  2 of 3,2 of 3  4 of 5,3 of 4  15 of 27,Misha Cirkunov  Jimmy Crute
149,Marcin Tybura Augusto Sakai,0  1,6 of 7  15 of 27,85%  55%,6 of 7  15 of 27,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,6 of 7  15 of 27,1 of 2  13 of 25,1 of 1  2 of 2,4 of 4  0 of 0,6 of 7  6 of 18,0 of 0  7 of 7,0 of 0  2 of 2,Augusto Sakai  Marcin Tybura
