,Fighter,Weight class,Method,Round,Time,location,date,fighturl,eventurl
3,Drew Dober  Frank Camacho,Welterweight,U-DEC,3,5:00,"Charlotte, North Carolina, USA","January 27, 2018",http://ufcstats.com/fight-details/f23e2bed86b62462,http://ufcstats.com/event-details/602bb270f2bdbf02
4,Bobby Green  Erik Koch,Lightweight,U-DEC,3,5:00,"Charlotte, North Carolina, USA","January 27, 2018",http://ufcstats.com/fight-details/04a1c5b7993fe4d5,http://ufcstats.com/event-details/602bb270f2bdbf02
5,Mirsad Bektic  Godofredo Pepey,Featherweight,KO/TKO  Punch,1,2:47,"Charlotte, North Carolina, USA","January 27, 2018",http://ufcstats.com/fight-details/b8648b32caf36c5a,http://ufcstats.com/event-details/602bb270f2bdbf02
6,Katlyn Chookagian  Mara Romero Borella,Women's Flyweight,U-DEC,3,5:00,"Charlotte, North Carolina, USA","January 27, 2018",http://ufcstats.com/fight-details/c5f0c83e303d80bf,http://ufcstats.com/event-details/602bb270f2bdbf02
7,Randa Markos  Juliana Lima,Women's Strawweight,U-DEC,3,5:00,"Charlotte, North Carolina, USA","January 27, 2018",http://ufcstats.com/fight-details/5a096f2acb44c776,http://ufcstats.com/event-details/602bb270f2bdbf02
8,Ji Yeon Kim  Justine Kish,Women's Flyweight,S-DEC,3,5:00,"Charlotte, North Carolina, USA","January 27, 2018",http://ufcstats.com/fight-details/6e65bec924996b5a,http://ufcstats.com/event-details/602bb270f2bdbf02
9,Vinc Pichel  Joaquim Silva,Lightweight,U-DEC,3,5:00,"Charlotte, North Carolina, USA","January 27, 2018",http://ufcstats.com/fight-details/ce4314886c57718b,http://ufcstats.com/event-details/602bb270f2bdbf02
10,Niko Price  George Sullivan,Welterweight,SUB  Rear Naked Choke,2,4:21,"Charlotte, North Carolina, USA","January 27, 2018",http://ufcstats.com/fight-details/4fcbee643660d679,http://ufcstats.com/event-details/602bb270f2bdbf02
11,Cory Sandhagen  Austin Arnett,Featherweight,KO/TKO  Punches,2,3:48,"Charlotte, North Carolina, USA","January 27, 2018",http://ufcstats.com/fight-details/fa7cde1e2d3ae338,http://ufcstats.com/event-details/602bb270f2bdbf02
0,Stipe Miocic  Francis Ngannou,Heavyweight,U-DEC,5,5:00,"Boston, Massachusetts, USA","January 20, 2018",http://ufcstats.com/fight-details/8238f9d2fd961757,http://ufcstats.com/event-details/02177caefe7c07d4
1,Daniel Cormier  Volkan Oezdemir,Light Heavyweight,KO/TKO  Punches,2,2:00,"Boston, Massachusetts, USA","January 20, 2018",http://ufcstats.com/fight-details/9f96d11017f9c824,http://ufcstats.com/event-details/02177caefe7c07d4
2,Calvin Kattar  Shane Burgos,Featherweight,KO/TKO  Punch,3,0:32,"Boston, Massachusetts, USA","January 20, 2018",http://ufcstats.com/fight-details/5f617d6c19d3a281,http://ufcstats.com/event-details/02177caefe7c07d4
3,Gian Villante  Francimar Barroso,Light Heavyweight,S-DEC,3,5:00,"Boston, Massachusetts, USA","January 20, 2018",http://ufcstats.com/fight-details/5cf56c22cbc24758,http://ufcstats.com/event-details/02177caefe7c07d4
4,Rob Font  Thomas Almeida,Bantamweight,KO/TKO  Kick,2,2:24,"Boston, Massachusetts, USA","January 20, 2018",http://ufcstats.com/fight-details/889207e3c622a5aa,http://ufcstats.com/event-details/02177caefe7c07d4
5,Kyle Bochniak  Brandon Davis,Featherweight,U-DEC,3,5:00,"Boston, Massachusetts, USA","January 20, 2018",http://ufcstats.com/fight-details/ea66be2688f542be,http://ufcstats.com/event-details/02177caefe7c07d4
6,Abdul Razak Alhassan  Sabah Homasi,Welterweight,KO/TKO  Punch,1,3:47,"Boston, Massachusetts, USA","January 20, 2018",http://ufcstats.com/fight-details/f91709b071e8295a,http://ufcstats.com/event-details/02177caefe7c07d4
7,Dustin Ortiz  Alexandre Pantoja,Flyweight,U-DEC,3,5:00,"Boston, Massachusetts, USA","January 20, 2018",http://ufcstats.com/fight-details/0990ac7065412e76,http://ufcstats.com/event-details/02177caefe7c07d4
8,Julio Arce  Dan Ige,Featherweight,U-DEC,3,5:00,"Boston, Massachusetts, USA","January 20, 2018",http://ufcstats.com/fight-details/50385add37239184,http://ufcstats.com/event-details/02177caefe7c07d4
9,Enrique Barzola  Matt Bessette,Featherweight,U-DEC,3,5:00,"Boston, Massachusetts, USA","January 20, 2018",http://ufcstats.com/fight-details/1b0fa021b1158121,http://ufcstats.com/event-details/02177caefe7c07d4
10,Islam Makhachev  Gleison Tibau,Lightweight,KO/TKO  Punch,1,0:57,"Boston, Massachusetts, USA","January 20, 2018",http://ufcstats.com/fight-details/b9726184624ac076,http://ufcstats.com/event-details/02177caefe7c07d4
0,Jeremy Stephens  Dooho Choi,Featherweight,KO/TKO  Punch,2,2:36,"St. Louis, Missouri, USA","January 14, 2018",http://ufcstats.com/fight-details/51e684bfce8d94aa,http://ufcstats.com/event-details/fc1868f56d3036eb
1,Jessica-Rose Clark  Paige VanZant,Women's Flyweight,U-DEC,3,5:00,"St. Louis, Missouri, USA","January 14, 2018",http://ufcstats.com/fight-details/0820a29a03d58282,http://ufcstats.com/event-details/fc1868f56d3036eb
2,Kamaru Usman  Emil Meek,Welterweight,U-DEC,3,5:00,"St. Louis, Missouri, USA","January 14, 2018",http://ufcstats.com/fight-details/f767243bb48ab9d7,http://ufcstats.com/event-details/fc1868f56d3036eb
3,Darren Elkins  Michael Johnson,Featherweight,SUB  Rear Naked Choke,2,2:22,"St. Louis, Missouri, USA","January 14, 2018",http://ufcstats.com/fight-details/d85c76a61a820be9,http://ufcstats.com/event-details/fc1868f56d3036eb
4,James Krause  Alex White,Lightweight,U-DEC,3,5:00,"St. Louis, Missouri, USA","January 14, 2018",http://ufcstats.com/fight-details/3b1453df439a5024,http://ufcstats.com/event-details/fc1868f56d3036eb
5,Polo Reyes  Matt Frevola,Lightweight,KO/TKO  Punch,1,1:00,"St. Louis, Missouri, USA","January 14, 2018",http://ufcstats.com/fight-details/4843f369dc8b5de5,http://ufcstats.com/event-details/fc1868f56d3036eb
6,Irene Aldana  Talita Bernardo,Women's Bantamweight,U-DEC,3,5:00,"St. Louis, Missouri, USA","January 14, 2018",http://ufcstats.com/fight-details/738e0ccad2c9224b,http://ufcstats.com/event-details/fc1868f56d3036eb
7,Kyung Ho Kang  Guido Cannetti,Bantamweight,SUB  Triangle Choke,1,4:53,"St. Louis, Missouri, USA","January 14, 2018",http://ufcstats.com/fight-details/1bf1a6fc9c9acc26,http://ufcstats.com/event-details/fc1868f56d3036eb
8,Jessica Eye  Kalindra Faria,Women's Flyweight,S-DEC,3,5:00,"St. Louis, Missouri, USA","January 14, 2018",http://ufcstats.com/fight-details/f8bb0aed83bd8638,http://ufcstats.com/event-details/fc1868f56d3036eb
9,JJ Aldrich  Danielle Taylor,Women's Strawweight,U-DEC,3,5:00,"St. Louis, Missouri, USA","January 14, 2018",http://ufcstats.com/fight-details/9f10afab94cafc45,http://ufcstats.com/event-details/fc1868f56d3036eb
10,Mads Burnell  Mike Santiago,Featherweight,U-DEC,3,5:00,"St. Louis, Missouri, USA","January 14, 2018",http://ufcstats.com/fight-details/c4ecf4b894ccbced,http://ufcstats.com/event-details/fc1868f56d3036eb
0,Cris Cyborg  Holly Holm,Women's Featherweight,U-DEC,5,5:00,"Las Vegas, Nevada, USA","December 30, 2017",http://ufcstats.com/fight-details/279b4190d9ef1379,http://ufcstats.com/event-details/04076783ca83d6ae
1,Khabib Nurmagomedov  Edson Barboza,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","December 30, 2017",http://ufcstats.com/fight-details/a88a4c126d585320,http://ufcstats.com/event-details/04076783ca83d6ae
2,Dan Hooker  Marc Diakiese,Lightweight,SUB  Guillotine Choke,3,0:42,"Las Vegas, Nevada, USA","December 30, 2017",http://ufcstats.com/fight-details/3d76ed7e224e9c99,http://ufcstats.com/event-details/04076783ca83d6ae
3,Carla Esparza  Cynthia Calvillo,Women's Strawweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","December 30, 2017",http://ufcstats.com/fight-details/f77e3c681fe1b04e,http://ufcstats.com/event-details/04076783ca83d6ae
4,Neil Magny  Carlos Condit,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","December 30, 2017",http://ufcstats.com/fight-details/c381ad2c0bf34dd9,http://ufcstats.com/event-details/04076783ca83d6ae
6,Myles Jury  Rick Glenn,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","December 30, 2017",http://ufcstats.com/fight-details/147d2ab0230af48d,http://ufcstats.com/event-details/04076783ca83d6ae
8,Matheus Nicolau  Louis Smolka,Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","December 30, 2017",http://ufcstats.com/fight-details/7e9ed49a1831056f,http://ufcstats.com/event-details/04076783ca83d6ae
9,Tim Elliott  Mark De La Rosa,Bantamweight,SUB  Anaconda Choke,2,1:41,"Las Vegas, Nevada, USA","December 30, 2017",http://ufcstats.com/fight-details/8f40ac90544d0003,http://ufcstats.com/event-details/04076783ca83d6ae
0,Rafael Dos Anjos  Robbie Lawler,Welterweight,U-DEC,5,5:00,"Winnipeg, Manitoba, Canada","December 16, 2017",http://ufcstats.com/fight-details/d9375ede2ec2f924,http://ufcstats.com/event-details/eaa0a728cc91ef60
1,Josh Emmett  Ricardo Lamas,Featherweight,KO/TKO  Punch,1,4:33,"Winnipeg, Manitoba, Canada","December 16, 2017",http://ufcstats.com/fight-details/6f350d91fb07a819,http://ufcstats.com/event-details/eaa0a728cc91ef60
2,Santiago Ponzinibbio  Mike Perry,Welterweight,U-DEC,3,5:00,"Winnipeg, Manitoba, Canada","December 16, 2017",http://ufcstats.com/fight-details/11b8d7e801713abc,http://ufcstats.com/event-details/eaa0a728cc91ef60
3,Glover Teixeira  Misha Cirkunov,Light Heavyweight,KO/TKO  Punches,1,2:45,"Winnipeg, Manitoba, Canada","December 16, 2017",http://ufcstats.com/fight-details/e83046dd074ec0fa,http://ufcstats.com/event-details/eaa0a728cc91ef60
4,Jan Blachowicz  Jared Cannonier,Light Heavyweight,U-DEC,3,5:00,"Winnipeg, Manitoba, Canada","December 16, 2017",http://ufcstats.com/fight-details/01619207a811ef01,http://ufcstats.com/event-details/eaa0a728cc91ef60
5,Julian Marquez  Darren Stewart,Middleweight,SUB  Guillotine Choke,2,2:42,"Winnipeg, Manitoba, Canada","December 16, 2017",http://ufcstats.com/fight-details/535b8e5494cbc580,http://ufcstats.com/event-details/eaa0a728cc91ef60
6,Chad Laprise  Galore Bofando,Welterweight,KO/TKO  Punches,1,4:10,"Winnipeg, Manitoba, Canada","December 16, 2017",http://ufcstats.com/fight-details/5b8d693bd1780102,http://ufcstats.com/event-details/eaa0a728cc91ef60
7,Nordine Taleb  Danny Roberts,Welterweight,KO/TKO  Kick,1,0:59,"Winnipeg, Manitoba, Canada","December 16, 2017",http://ufcstats.com/fight-details/71dc4379c738450f,http://ufcstats.com/event-details/eaa0a728cc91ef60
8,John Makdessi  Abel Trujillo,Lightweight,U-DEC,3,5:00,"Winnipeg, Manitoba, Canada","December 16, 2017",http://ufcstats.com/fight-details/9a1a57b0abcd4599,http://ufcstats.com/event-details/eaa0a728cc91ef60
9,Alessio Di Chirico  Oluwale Bamgbose,Middleweight,KO/TKO  Knee,2,2:14,"Winnipeg, Manitoba, Canada","December 16, 2017",http://ufcstats.com/fight-details/1e3c67921162561d,http://ufcstats.com/event-details/eaa0a728cc91ef60
10,Jordan Mein  Erick Silva,Welterweight,U-DEC,3,5:00,"Winnipeg, Manitoba, Canada","December 16, 2017",http://ufcstats.com/fight-details/a6fbd8964400dd89,http://ufcstats.com/event-details/eaa0a728cc91ef60
0,Brian Ortega  Cub Swanson,Featherweight,SUB  Guillotine Choke,2,3:22,"Fresno, California, USA","December 09, 2017",http://ufcstats.com/fight-details/1d166488129030d0,http://ufcstats.com/event-details/bcd124bcd3d5be46
1,Gabriel Benitez  Jason Knight,Featherweight,U-DEC,3,5:00,"Fresno, California, USA","December 09, 2017",http://ufcstats.com/fight-details/0a444f30cae13d8f,http://ufcstats.com/event-details/bcd124bcd3d5be46
2,Marlon Moraes  Aljamain Sterling,Bantamweight,KO/TKO  Knee,1,1:07,"Fresno, California, USA","December 09, 2017",http://ufcstats.com/fight-details/1aaa1a9ceecd6063,http://ufcstats.com/event-details/bcd124bcd3d5be46
3,Scott Holtzman  Darrell Horcher,Lightweight,U-DEC,3,5:00,"Fresno, California, USA","December 09, 2017",http://ufcstats.com/fight-details/6fe21a4cb2d839fd,http://ufcstats.com/event-details/bcd124bcd3d5be46
4,Eryk Anders  Markus Perez,Middleweight,U-DEC,3,5:00,"Fresno, California, USA","December 09, 2017",http://ufcstats.com/fight-details/c9e19742c4146bff,http://ufcstats.com/event-details/bcd124bcd3d5be46
5,Benito Lopez  Albert Morales,Bantamweight,U-DEC,3,5:00,"Fresno, California, USA","December 09, 2017",http://ufcstats.com/fight-details/bc84680df666c96d,http://ufcstats.com/event-details/bcd124bcd3d5be46
6,Alexis Davis  Liz Carmouche,Women's Flyweight,S-DEC,3,5:00,"Fresno, California, USA","December 09, 2017",http://ufcstats.com/fight-details/10a1947cb3feabc1,http://ufcstats.com/event-details/bcd124bcd3d5be46
7,Andre Soukhamthath  Luke Sanders,Bantamweight,KO/TKO  Punches,2,1:06,"Fresno, California, USA","December 09, 2017",http://ufcstats.com/fight-details/fbce8f52689bce87,http://ufcstats.com/event-details/bcd124bcd3d5be46
8,Alex Perez  Carls John De Tomas,Bantamweight,SUB  Anaconda Choke,2,1:54,"Fresno, California, USA","December 09, 2017",http://ufcstats.com/fight-details/061081f46950fdb0,http://ufcstats.com/event-details/bcd124bcd3d5be46
9,Frankie Saenz  Merab Dvalishvili,Bantamweight,S-DEC,3,5:00,"Fresno, California, USA","December 09, 2017",http://ufcstats.com/fight-details/ab853176cfe20b01,http://ufcstats.com/event-details/bcd124bcd3d5be46
10,Alejandro Perez  Iuri Alcantara,Bantamweight,U-DEC,3,5:00,"Fresno, California, USA","December 09, 2017",http://ufcstats.com/fight-details/1ed266bed8005bbe,http://ufcstats.com/event-details/bcd124bcd3d5be46
11,Davi Ramos  Chris Gruetzemacher,Lightweight,SUB  Rear Naked Choke,3,0:50,"Fresno, California, USA","December 09, 2017",http://ufcstats.com/fight-details/f9536ea60551b840,http://ufcstats.com/event-details/bcd124bcd3d5be46
12,Trevin Giles  Antonio Braga Neto,Middleweight,KO/TKO  Punches,3,2:27,"Fresno, California, USA","December 09, 2017",http://ufcstats.com/fight-details/7a57289563f9d974,http://ufcstats.com/event-details/bcd124bcd3d5be46
0,Max Holloway  Jose Aldo,Featherweight,KO/TKO  Punches,3,4:51,"Detroit, Michigan, USA","December 02, 2017",http://ufcstats.com/fight-details/21f7fc538ea646e8,http://ufcstats.com/event-details/9e30f69cc0869301
1,Francis Ngannou  Alistair Overeem,Heavyweight,KO/TKO  Punch,1,1:42,"Detroit, Michigan, USA","December 02, 2017",http://ufcstats.com/fight-details/4712708adb1507aa,http://ufcstats.com/event-details/9e30f69cc0869301
2,Henry Cejudo  Sergio Pettis,Flyweight,U-DEC,3,5:00,"Detroit, Michigan, USA","December 02, 2017",http://ufcstats.com/fight-details/cc2809e10315a6b5,http://ufcstats.com/event-details/9e30f69cc0869301
3,Eddie Alvarez  Justin Gaethje,Lightweight,KO/TKO  Knee,3,3:59,"Detroit, Michigan, USA","December 02, 2017",http://ufcstats.com/fight-details/23e5acd1549b538a,http://ufcstats.com/event-details/9e30f69cc0869301
4,Tecia Torres  Michelle Waterson,Women's Strawweight,U-DEC,3,5:00,"Detroit, Michigan, USA","December 02, 2017",http://ufcstats.com/fight-details/ea674e0285fb77f5,http://ufcstats.com/event-details/9e30f69cc0869301
5,Paul Felder  Charles Oliveira,Lightweight,KO/TKO  Elbows,2,4:06,"Detroit, Michigan, USA","December 02, 2017",http://ufcstats.com/fight-details/c83487136636e9bf,http://ufcstats.com/event-details/9e30f69cc0869301
6,Yancy Medeiros  Alex Oliveira,Welterweight,KO/TKO  Punches,3,2:02,"Detroit, Michigan, USA","December 02, 2017",http://ufcstats.com/fight-details/54c5284c1b792912,http://ufcstats.com/event-details/9e30f69cc0869301
7,David Teymur  Drakkar Klose,Lightweight,U-DEC,3,5:00,"Detroit, Michigan, USA","December 02, 2017",http://ufcstats.com/fight-details/676320a61f800f10,http://ufcstats.com/event-details/9e30f69cc0869301
8,Felice Herrig  Cortney Casey,Women's Strawweight,S-DEC,3,5:00,"Detroit, Michigan, USA","December 02, 2017",http://ufcstats.com/fight-details/1a502852b706f674,http://ufcstats.com/event-details/9e30f69cc0869301
9,Amanda Cooper  Angela Magana,Women's Strawweight,KO/TKO  Punches,2,4:34,"Detroit, Michigan, USA","December 02, 2017",http://ufcstats.com/fight-details/6c25f8fd66f16d7e,http://ufcstats.com/event-details/9e30f69cc0869301
10,Abdul Razak Alhassan  Sabah Homasi,Welterweight,KO/TKO  Punches,1,4:21,"Detroit, Michigan, USA","December 02, 2017",http://ufcstats.com/fight-details/6aea6d3e6944999c,http://ufcstats.com/event-details/9e30f69cc0869301
11,Dominick Reyes  Jeremy Kimball,Light Heavyweight,SUB  Rear Naked Choke,1,3:39,"Detroit, Michigan, USA","December 02, 2017",http://ufcstats.com/fight-details/a3b7cbdb6d2607f4,http://ufcstats.com/event-details/9e30f69cc0869301
12,Justin Willis  Allen Crowder,Heavyweight,KO/TKO  Punch,1,2:33,"Detroit, Michigan, USA","December 02, 2017",http://ufcstats.com/fight-details/40d9b5b47acf260b,http://ufcstats.com/event-details/9e30f69cc0869301
0,Nicco Montano  Roxanne Modafferi,Women's Flyweight,U-DEC,5,5:00,"Las Vegas, Nevada, USA","December 01, 2017",http://ufcstats.com/fight-details/2f1f16c86a8cc6e2,http://ufcstats.com/event-details/30e8b4505f5ccf92
1,Sean O'Malley  Terrion Ware,Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","December 01, 2017",http://ufcstats.com/fight-details/c11b2cbe2460db0c,http://ufcstats.com/event-details/30e8b4505f5ccf92
2,Lauren Murphy  Barb Honchak,Women's Flyweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA","December 01, 2017",http://ufcstats.com/fight-details/dd0c8e9880c6fa24,http://ufcstats.com/event-details/30e8b4505f5ccf92
3,Gerald Meerschaert  Eric Spicely,Middleweight,KO/TKO  Kick,2,2:18,"Las Vegas, Nevada, USA","December 01, 2017",http://ufcstats.com/fight-details/52db9c816eb99800,http://ufcstats.com/event-details/30e8b4505f5ccf92
5,Brett Johns  Joe Soto,Bantamweight,SUB  Other - Lock,1,0:30,"Las Vegas, Nevada, USA","December 01, 2017",http://ufcstats.com/fight-details/37835a0f9bbb4d4e,http://ufcstats.com/event-details/30e8b4505f5ccf92
6,Montana De La Rosa  Christina Marks,Women's Flyweight,SUB  Armbar,1,2:00,"Las Vegas, Nevada, USA","December 01, 2017",http://ufcstats.com/fight-details/f9830f1c23ac92d0,http://ufcstats.com/event-details/30e8b4505f5ccf92
7,Ryan Janes  Andrew Sanchez,Middleweight,KO/TKO  Punch,3,0:58,"Las Vegas, Nevada, USA","December 01, 2017",http://ufcstats.com/fight-details/b40bed83fc062380,http://ufcstats.com/event-details/30e8b4505f5ccf92
8,Rachael Ostovich  Karine Gevorgyan,Women's Flyweight,SUB  Armbar,1,1:40,"Las Vegas, Nevada, USA","December 01, 2017",http://ufcstats.com/fight-details/8b79a80f775d9f03,http://ufcstats.com/event-details/30e8b4505f5ccf92
9,Shana Dobson  Ariel Beck,Women's Flyweight,KO/TKO  Punch,2,2:53,"Las Vegas, Nevada, USA","December 01, 2017",http://ufcstats.com/fight-details/f0e0effb1b2de6ae,http://ufcstats.com/event-details/30e8b4505f5ccf92
10,Gillian Robertson  Emily Whitmire,Women's Flyweight,SUB  Armbar,1,2:12,"Las Vegas, Nevada, USA","December 01, 2017",http://ufcstats.com/fight-details/1eccf793b54b84f8,http://ufcstats.com/event-details/30e8b4505f5ccf92
0,Kelvin Gastelum  Michael Bisping,Middleweight,KO/TKO  Punch,1,2:30,"Shanghai, Hebei, China","November 25, 2017",http://ufcstats.com/fight-details/32ad75f6c8ca7e9f,http://ufcstats.com/event-details/e7bc606d269896aa
