,Weight class,Method,Round,Time,location,date,fighturl,eventurl,winner,loser
119,Women's Flyweight,KO/TKO  Punch,2,4:59,"Melbourne, Victoria, Australia",2019-10-05,http://ufcstats.com/fight-details/668d077ac9d7d3c9,http://ufcstats.com/event-details/3cf68c1d17f66af7,Ji Yeon Kim,Nadia Kassem
120,Bantamweight,SUB  Arm Triangle,3,3:00,"Melbourne, Victoria, Australia",2019-10-05,http://ufcstats.com/fight-details/57ff0eb2351979c4,http://ufcstats.com/event-details/3cf68c1d17f66af7,Khalid Taha,Bruno Silva
121,Middleweight,KO/TKO  Punch,2,0:27,"Copenhagen, Denmark",2019-09-28,http://ufcstats.com/fight-details/476c31184332698e,http://ufcstats.com/event-details/1bf49bf829964144,Jared Cannonier,Jack Hermansson
122,Lightweight,KO/TKO  Punches,1,1:12,"Copenhagen, Denmark",2019-09-28,http://ufcstats.com/fight-details/975840814b233bcd,http://ufcstats.com/event-details/1bf49bf829964144,Mark Madsen,Danilo Belluardo
123,Welterweight,U-DEC,3,5:00,"Copenhagen, Denmark",2019-09-28,http://ufcstats.com/fight-details/7410ac7e4e5acb74,http://ufcstats.com/event-details/1bf49bf829964144,Gilbert Burns,Gunnar Nelson
124,Light Heavyweight,KO/TKO  Elbows,1,2:35,"Copenhagen, Denmark",2019-09-28,http://ufcstats.com/fight-details/b44531903be4729a,http://ufcstats.com/event-details/1bf49bf829964144,Ion Cutelaba,Khalil Rountree Jr.
125,Light Heavyweight,SUB  Other - Choke,2,2:46,"Copenhagen, Denmark",2019-09-28,http://ufcstats.com/fight-details/b6dad3a9bf911bfd,http://ufcstats.com/event-details/1bf49bf829964144,Ovince Saint Preux,Michal Oleksiejczuk
126,Welterweight,U-DEC,3,5:00,"Copenhagen, Denmark",2019-09-28,http://ufcstats.com/fight-details/9c7b6a20f35fb708,http://ufcstats.com/event-details/1bf49bf829964144,Nicolas Dalby,Alex Oliveira
127,Middleweight,KO/TKO  Punch,1,0:17,"Copenhagen, Denmark",2019-09-28,http://ufcstats.com/fight-details/9fa3623172adb4cd,http://ufcstats.com/event-details/1bf49bf829964144,John Phillips,Alen Amedovski
128,Middleweight,U-DEC,3,5:00,"Copenhagen, Denmark",2019-09-28,http://ufcstats.com/fight-details/d5e927306f5d859b,http://ufcstats.com/event-details/1bf49bf829964144,Makhmud Muradov,Alessio Di Chirico
129,Welterweight,U-DEC,3,5:00,"Copenhagen, Denmark",2019-09-28,http://ufcstats.com/fight-details/18d84b333b28de36,http://ufcstats.com/event-details/1bf49bf829964144,Ismail Naurdiev,Siyar Bahadurzada
130,Featherweight,S-DEC,3,5:00,"Copenhagen, Denmark",2019-09-28,http://ufcstats.com/fight-details/688908886d8ac900,http://ufcstats.com/event-details/1bf49bf829964144,Giga Chikadze,Brandon Davis
131,Women's Bantamweight,U-DEC,3,5:00,"Copenhagen, Denmark",2019-09-28,http://ufcstats.com/fight-details/0a3df9b1918cfc2f,http://ufcstats.com/event-details/1bf49bf829964144,Lina Lansberg,Macy Chiasson
132,Lightweight,U-DEC,3,5:00,"Copenhagen, Denmark",2019-09-28,http://ufcstats.com/fight-details/951968aa52a84928,http://ufcstats.com/event-details/1bf49bf829964144,Marc Diakiese,Lando Vannata
133,Bantamweight,SUB  Rear Naked Choke,3,2:51,"Copenhagen, Denmark",2019-09-28,http://ufcstats.com/fight-details/fc16ccf0994c6e50,http://ufcstats.com/event-details/1bf49bf829964144,Jack Shore,Nohelin Hernandez
134,Women's Strawweight,M-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2019-09-21,http://ufcstats.com/fight-details/b2cdb4c34f37ad37,http://ufcstats.com/event-details/94a5aaf573f780ad,Carla Esparza,Alexa Grasso
135,Women's Bantamweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2019-09-21,http://ufcstats.com/fight-details/c163ed45c21c8548,http://ufcstats.com/event-details/94a5aaf573f780ad,Irene Aldana,Vanessa Melo
136,Featherweight,KO/TKO  Spinning Back Fist,2,1:31,"Mexico City, Distrito Federal, Mexico",2019-09-21,http://ufcstats.com/fight-details/49b2a6a93d529981,http://ufcstats.com/event-details/94a5aaf573f780ad,Steven Peterson,Martin Bravo
137,Bantamweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2019-09-21,http://ufcstats.com/fight-details/953c89aa931082e4,http://ufcstats.com/event-details/94a5aaf573f780ad,Jose Quinonez,Carlos Huachin
138,Featherweight,KO/TKO  Punch,1,1:36,"Mexico City, Distrito Federal, Mexico",2019-09-21,http://ufcstats.com/fight-details/ad878cdd4fa36a3a,http://ufcstats.com/event-details/94a5aaf573f780ad,Kyle Nelson,Polo Reyes
139,Women's Strawweight,KO/TKO  Elbow,3,1:56,"Mexico City, Distrito Federal, Mexico",2019-09-21,http://ufcstats.com/fight-details/52311c2cd0c84d67,http://ufcstats.com/event-details/94a5aaf573f780ad,Angela Hill,Ariane Carnelossi
140,Flyweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2019-09-21,http://ufcstats.com/fight-details/d9c0351cd21e40e0,http://ufcstats.com/event-details/94a5aaf573f780ad,Sergio Pettis,Tyson Nam
141,Light Heavyweight,SUB  Rear Naked Choke,1,3:19,"Mexico City, Distrito Federal, Mexico",2019-09-21,http://ufcstats.com/fight-details/8cf6b22995c9efb8,http://ufcstats.com/event-details/94a5aaf573f780ad,Paul Craig,Vinicius Moreira
142,Women's Bantamweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2019-09-21,http://ufcstats.com/fight-details/c2b842fae4e9f1dc,http://ufcstats.com/event-details/94a5aaf573f780ad,Bethe Correia,Sijara Eubanks
143,Lightweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2019-09-21,http://ufcstats.com/fight-details/4f7ec66199bba232,http://ufcstats.com/event-details/94a5aaf573f780ad,Claudio Puelles,Marcos Mariano
144,Lightweight,KO/TKO  Punch,1,4:18,"Vancouver, British Columbia, Canada",2019-09-14,http://ufcstats.com/fight-details/490724f8b3658f67,http://ufcstats.com/event-details/4834ff149dc9542a,Justin Gaethje,Donald Cerrone
145,Light Heavyweight,S-DEC,3,5:00,"Vancouver, British Columbia, Canada",2019-09-14,http://ufcstats.com/fight-details/36d90f1812f0d432,http://ufcstats.com/event-details/4834ff149dc9542a,Glover Teixeira,Nikita Krylov
146,Welterweight,U-DEC,3,5:00,"Vancouver, British Columbia, Canada",2019-09-14,http://ufcstats.com/fight-details/dadaee9624256e07,http://ufcstats.com/event-details/4834ff149dc9542a,Tristan Connelly,Michel Pereira
147,Middleweight,S-DEC,3,5:00,"Vancouver, British Columbia, Canada",2019-09-14,http://ufcstats.com/fight-details/ece3a7a9e930ef9d,http://ufcstats.com/event-details/4834ff149dc9542a,Uriah Hall,Antonio Carlos Junior
148,Light Heavyweight,SUB  Peruvian Necktie,1,3:38,"Vancouver, British Columbia, Canada",2019-09-14,http://ufcstats.com/fight-details/92b98afec5eb4e05,http://ufcstats.com/event-details/4834ff149dc9542a,Misha Cirkunov,Jimmy Crute
149,Heavyweight,KO/TKO  Punches,1,0:59,"Vancouver, British Columbia, Canada",2019-09-14,http://ufcstats.com/fight-details/9d3a38cc18807e10,http://ufcstats.com/event-details/4834ff149dc9542a,Augusto Sakai,Marcin Tybura
150,Bantamweight,S-DEC,3,5:00,"Vancouver, British Columbia, Canada",2019-09-14,http://ufcstats.com/fight-details/9de23eb1471e592b,http://ufcstats.com/event-details/4834ff149dc9542a,Miles Johns,Cole Smith
151,Bantamweight,U-DEC,3,5:00,"Vancouver, British Columbia, Canada",2019-09-14,http://ufcstats.com/fight-details/14176809bcdafd01,http://ufcstats.com/event-details/4834ff149dc9542a,Hunter Azure,Brad Katona
152,Featherweight,U-DEC,3,5:00,"Vancouver, British Columbia, Canada",2019-09-14,http://ufcstats.com/fight-details/462a95890423d3c6,http://ufcstats.com/event-details/4834ff149dc9542a,Chas Skelly,Jordan Griffin
153,Bantamweight,KO/TKO  Punch,1,4:43,"Vancouver, British Columbia, Canada",2019-09-14,http://ufcstats.com/fight-details/241687ff5fe92331,http://ufcstats.com/event-details/4834ff149dc9542a,Louis Smolka,Ryan MacDonald
154,Lightweight,U-DEC,3,5:00,"Vancouver, British Columbia, Canada",2019-09-14,http://ufcstats.com/fight-details/acf658afda38d8af,http://ufcstats.com/event-details/4834ff149dc9542a,Austin Hubbard,Kyle Prepolec
155,Lightweight,SUB  Rear Naked Choke,3,2:06,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2019-09-07,http://ufcstats.com/fight-details/01a4827b3596d111,http://ufcstats.com/event-details/a79bfbc01b2264d6,Khabib Nurmagomedov,Dustin Poirier
156,Lightweight,S-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2019-09-07,http://ufcstats.com/fight-details/357a34207d70da69,http://ufcstats.com/event-details/a79bfbc01b2264d6,Paul Felder,Edson Barboza
157,Lightweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2019-09-07,http://ufcstats.com/fight-details/849eb47d349f3fe4,http://ufcstats.com/event-details/a79bfbc01b2264d6,Islam Makhachev,Davi Ramos
158,Heavyweight,KO/TKO  Elbow,2,2:22,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2019-09-07,http://ufcstats.com/fight-details/066756ea40b134a7,http://ufcstats.com/event-details/a79bfbc01b2264d6,Curtis Blaydes,Shamil Abdurakhimov
159,Lightweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2019-09-07,http://ufcstats.com/fight-details/8accd04438b91262,http://ufcstats.com/event-details/a79bfbc01b2264d6,Diego Ferreira,Mairbek Taisumov
160,Women's Flyweight,S-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2019-09-07,http://ufcstats.com/fight-details/77f123712368bcbc,http://ufcstats.com/event-details/a79bfbc01b2264d6,Joanne Calderwood,Andrea Lee
161,Women's Bantamweight,KO/TKO  Elbows,3,2:26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2019-09-07,http://ufcstats.com/fight-details/8e1ae2ae6694b131,http://ufcstats.com/event-details/a79bfbc01b2264d6,Sarah Moras,Liana Jojua
162,Lightweight,KO/TKO  Punch,1,3:33,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2019-09-07,http://ufcstats.com/fight-details/2c7b788effdc1b4c,http://ufcstats.com/event-details/a79bfbc01b2264d6,Ottman Azaitar,Teemu Packalen
163,Welterweight,SUB  Rear Naked Choke,3,1:55,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2019-09-07,http://ufcstats.com/fight-details/18aff757c54687f1,http://ufcstats.com/event-details/a79bfbc01b2264d6,Belal Muhammad,Takashi Sato
164,Welterweight,KO/TKO  Punch,1,4:26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2019-09-07,http://ufcstats.com/fight-details/43496ff308e681a0,http://ufcstats.com/event-details/a79bfbc01b2264d6,Muslim Salikhov,Nordine Taleb
165,Middleweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2019-09-07,http://ufcstats.com/fight-details/9a46f95c1c1e57f0,http://ufcstats.com/event-details/a79bfbc01b2264d6,Omari Akhmedov,Zak Cummings
166,Lightweight,U-DEC,3,5:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2019-09-07,http://ufcstats.com/fight-details/84d4b658851b7e0e,http://ufcstats.com/event-details/a79bfbc01b2264d6,Don Madge,Fares Ziam
167,Women's Strawweight,KO/TKO  Punch,1,0:42,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/357cf8a9b6737625,http://ufcstats.com/event-details/2c104b7e59a72629,Weili Zhang,Jessica Andrade
168,Welterweight,KO/TKO  Punches,3,4:51,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/55480808b1fa1f9c,http://ufcstats.com/event-details/2c104b7e59a72629,Jingliang Li,Elizeu Zaleski dos Santos
169,Flyweight,U-DEC,3,5:00,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/b07188063c49b755,http://ufcstats.com/event-details/2c104b7e59a72629,Kai Kara-France,Mark De La Rosa
170,Welterweight,U-DEC,3,5:00,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/676561d9690ce31d,http://ufcstats.com/event-details/2c104b7e59a72629,Kenan Song,Derrick Krantz
171,Women's Flyweight,S-DEC,3,5:00,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/5f900e4437e079b3,http://ufcstats.com/event-details/2c104b7e59a72629,Mizuki Inoue,Yanan Wu
172,Middleweight,SUB  Anaconda Choke,2,4:39,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/8182dbc752c71137,http://ufcstats.com/event-details/2c104b7e59a72629,Anthony Hernandez,Jun Yong Park
173,Bantamweight,U-DEC,3,5:00,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/09b91014bd88f815,http://ufcstats.com/event-details/2c104b7e59a72629,Su Mudaerji,Andre Soukhamthath
174,Light Heavyweight,SUB  Guillotine Choke,3,1:59,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/5ff390f7bbf2bec8,http://ufcstats.com/event-details/2c104b7e59a72629,Da Un Jung,Khadis Ibragimov
175,Lightweight,U-DEC,3,5:00,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/060dfbc982c6c4ef,http://ufcstats.com/event-details/2c104b7e59a72629,Damir Ismagulov,Thiago Moises
176,Bantamweight,U-DEC,3,5:00,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/2e001d8c2f6106fc,http://ufcstats.com/event-details/2c104b7e59a72629,Heili Alateng,Danaa Batgerel
177,Women's Bantamweight,S-DEC,3,5:00,"Shenzhen, Guangdong, China",2019-08-31,http://ufcstats.com/fight-details/a072be4f806d360f,http://ufcstats.com/event-details/2c104b7e59a72629,Karol Rosa,Lara Procopio
178,Heavyweight,KO/TKO  Punches,4,4:09,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/6921344f8e706d0f,http://ufcstats.com/event-details/70167689d6a01793,Stipe Miocic,Daniel Cormier
179,Welterweight,U-DEC,3,5:00,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/f2ce79565c0820dd,http://ufcstats.com/event-details/70167689d6a01793,Nate Diaz,Anthony Pettis
180,Middleweight,U-DEC,3,5:00,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/3e16a71836e85212,http://ufcstats.com/event-details/70167689d6a01793,Paulo Costa,Yoel Romero
181,Featherweight,KO/TKO  Punch,1,4:14,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/ea43a5fe4ff9a3c4,http://ufcstats.com/event-details/70167689d6a01793,Sodiq Yusuff,Gabriel Benitez
182,Middleweight,U-DEC,3,5:00,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/2eb56023c4a54504,http://ufcstats.com/event-details/70167689d6a01793,Derek Brunson,Ian Heinisch
183,Lightweight,KO/TKO  Punch,1,4:15,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/2671de30a1736f51,http://ufcstats.com/event-details/70167689d6a01793,Khama Worthy,Devonte Smith
184,Bantamweight,U-DEC,3,5:00,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/fba7d6a42f137938,http://ufcstats.com/event-details/70167689d6a01793,Cory Sandhagen,Raphael Assuncao
185,Lightweight,U-DEC,3,5:00,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/25e1d17d072227c6,http://ufcstats.com/event-details/70167689d6a01793,Drakkar Klose,Christos Giagos
186,Catch Weight,U-DEC,3,5:00,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/29de6ddc42a2e674,http://ufcstats.com/event-details/70167689d6a01793,Casey Kenney,Manny Bermudez
187,Women's Strawweight,U-DEC,3,5:00,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/8ebd6e9d41a51e31,http://ufcstats.com/event-details/70167689d6a01793,Hannah Cifers,Jodie Esquibel
188,Bantamweight,S-DEC,3,5:00,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/445d0d44091b902a,http://ufcstats.com/event-details/70167689d6a01793,Kyung Ho Kang,Brandon Davis
189,Women's Flyweight,U-DEC,3,5:00,"Anaheim, California, USA",2019-08-17,http://ufcstats.com/fight-details/51f955029dbf6978,http://ufcstats.com/event-details/70167689d6a01793,Sabina Mazo,Shana Dobson
190,Women's Flyweight,U-DEC,5,5:00,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/9d80bd1f92d23dfa,http://ufcstats.com/event-details/e5d03e4d966126bd,Valentina Shevchenko,Liz Carmouche
191,Welterweight,S-DEC,3,5:00,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/7feadf01c5920285,http://ufcstats.com/event-details/e5d03e4d966126bd,Vicente Luque,Mike Perry
192,Featherweight,U-DEC,3,5:00,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/aef94727eb3897df,http://ufcstats.com/event-details/e5d03e4d966126bd,Eduardo Garagorri,Humberto Bandenay
193,Light Heavyweight,KO/TKO  Punch,2,4:31,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/f7cce33f6563dd72,http://ufcstats.com/event-details/e5d03e4d966126bd,Volkan Oezdemir,Ilir Latifi
194,Middleweight,SUB  Arm Triangle,2,4:26,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/8da94b2c1c0443d4,http://ufcstats.com/event-details/e5d03e4d966126bd,Rodolfo Vieira,Oskar Piechota
195,Featherweight,S-DEC,3,5:00,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/4dd3035430a5ed43,http://ufcstats.com/event-details/e5d03e4d966126bd,Enrique Barzola,Bobby Moffett
196,Welterweight,U-DEC,3,5:00,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/1019f2a9c012e949,http://ufcstats.com/event-details/e5d03e4d966126bd,Gilbert Burns,Aleksei Kunchenko
197,Heavyweight,SUB  Arm Triangle,1,4:12,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/1d8a86d37c7ef3d3,http://ufcstats.com/event-details/e5d03e4d966126bd,Ciryl Gane,Raphael Pessoa
198,Women's Strawweight,U-DEC,3,5:00,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/d93b589bcec80ffe,http://ufcstats.com/event-details/e5d03e4d966126bd,Marina Rodriguez,Tecia Torres
199,Flyweight,KO/TKO,1,2:56,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/cb4dd24535ef2d94,http://ufcstats.com/event-details/e5d03e4d966126bd,Rogerio Bontorin,Raulian Paiva
200,Bantamweight,S-DEC,3,5:00,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/4c489b3c9d14cbc9,http://ufcstats.com/event-details/e5d03e4d966126bd,Chris Gutierrez,Geraldo de Freitas
201,Lightweight,U-DEC,3,5:00,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/975159720cfd0103,http://ufcstats.com/event-details/e5d03e4d966126bd,Alex Da Silva,Kazula Vargas
202,Women's Flyweight,SUB  Armbar,1,1:09,"Montevideo, Uruguay",2019-08-10,http://ufcstats.com/fight-details/494042bf96730bc0,http://ufcstats.com/event-details/e5d03e4d966126bd,Veronica Macedo,Polyana Viana
203,Welterweight,U-DEC,5,5:00,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/e139628170777bef,http://ufcstats.com/event-details/03da33a102d9a45f,Colby Covington,Robbie Lawler
204,Lightweight,SUB  Guillotine Choke,1,0:58,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/e96d929f8207a3e0,http://ufcstats.com/event-details/03da33a102d9a45f,Jim Miller,Clay Guida
205,Lightweight,KO/TKO  Punch,2,0:36,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/dbbd17b6995f014b,http://ufcstats.com/event-details/03da33a102d9a45f,Nasrat Haqparast,Joaquim Silva
206,Middleweight,SUB  Guillotine Choke,3,1:49,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/dc49373c52eedaa3,http://ufcstats.com/event-details/03da33a102d9a45f,Gerald Meerschaert,Trevin Giles
207,Lightweight,KO/TKO,2,5:00,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/1d9f862a47540785,http://ufcstats.com/event-details/03da33a102d9a45f,Scott Holtzman,Dong Hyun Ma
208,Light Heavyweight,U-DEC,3,5:00,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/cd6b799ec79c489a,http://ufcstats.com/event-details/03da33a102d9a45f,Kennedy Nzechukwu,Darko Stosic
209,Welterweight,U-DEC,3,5:00,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/f4bd11655adeb078,http://ufcstats.com/event-details/03da33a102d9a45f,Mickey Gall,Salim Touahri
210,Women's Flyweight,SUB  Rear Naked Choke,2,1:20,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/326de7f7ec9e7035,http://ufcstats.com/event-details/03da33a102d9a45f,Antonina Shevchenko,Lucie Pudilova
211,Flyweight,SUB  Triangle Choke,1,1:23,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/60162c95d921d1ae,http://ufcstats.com/event-details/03da33a102d9a45f,Matt Schnell,Jordan Espinosa
212,Women's Flyweight,KO/TKO  Knee,3,1:46,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/e3acb789f7dcd34c,http://ufcstats.com/event-details/03da33a102d9a45f,Lauren Murphy,Mara Romero Borella
213,Welterweight,SUB  Neck Crank,1,2:35,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/f6ab2eec90980ac0,http://ufcstats.com/event-details/03da33a102d9a45f,Claudio Silva,Cole Williams
214,Women's Flyweight,U-DEC,3,5:00,"Newark, New Jersey, USA",2019-08-03,http://ufcstats.com/fight-details/94560d1dc6248347,http://ufcstats.com/event-details/03da33a102d9a45f,Miranda Granger,Hannah Goldy
215,Featherweight,U-DEC,5,5:00,"Edmonton, Alberta, Canada",2019-07-27,http://ufcstats.com/fight-details/c4704eab5e2f51b8,http://ufcstats.com/event-details/abcf7e55a0a9ed89,Max Holloway,Frankie Edgar
216,Women's Featherweight,U-DEC,3,5:00,"Edmonton, Alberta, Canada",2019-07-27,http://ufcstats.com/fight-details/240e9389cca3bd18,http://ufcstats.com/event-details/abcf7e55a0a9ed89,Cris Cyborg,Felicia Spencer
217,Welterweight,KO/TKO  Punches,2,2:39,"Edmonton, Alberta, Canada",2019-07-27,http://ufcstats.com/fight-details/e186bd5e556f1b5e,http://ufcstats.com/event-details/abcf7e55a0a9ed89,Geoff Neal,Niko Price
218,Lightweight,U-DEC,3,5:00,"Edmonton, Alberta, Canada",2019-07-27,http://ufcstats.com/fight-details/7ed98f8d1ffae082,http://ufcstats.com/event-details/abcf7e55a0a9ed89,Arman Tsarukyan,Olivier Aubin-Mercier
