,f1_odds,f2_odds,fight,f1,f2
2,2.58,1.61,Priscila Cachoeira vs Luana Carolina,Priscila Cachoeira,Luana Carolina
2,9.0,1.11,Carlos Huachin vs Raoni Barcelos,Carlos Huachin,Raoni Barcelos
2,1.37,3.51,Talita Bernardo vs Viviane Araujo,Talita Bernardo,Viviane Araujo
2,1.8,2.2,Al Iaquinta vs Donald Cerrone,Al Iaquinta,Donald Cerrone
2,1.95,2.03,Elias Theodorou vs Derek Brunson,Elias Theodorou,Derek Brunson
2,2.64,1.65,Cub Swanson vs Shane Burgos,Cub Swanson,Shane Burgos
2,2.57,1.65,Brad Katona vs Merab Dvalishvili,Brad Katona,Merab Dvalishvili
2,1.62,2.5,Walt Harris vs Sergey Spivak,Walt Harris,Sergey Spivak
2,1.67,2.45,Andrew Sanchez vs Marc-Andre Barriault,Andrew Sanchez,Marc-Andre Barriault
2,6.4,1.17,Sarah Moras vs Macy Chiasson,Sarah Moras,Macy Chiasson
2,1.62,2.6,Aiemann Zahabi vs Vincent Morales,Aiemann Zahabi,Vincent Morales
2,1.25,4.9,Nordine Taleb vs Kyle Prepolec,Nordine Taleb,Kyle Prepolec
2,2.8,1.55,Kyle Nelson vs Matt Sayles,Kyle Nelson,Matt Sayles
2,1.77,2.22,Juan Adams vs Arjan Bhullar,Juan Adams,Arjan Bhullar
2,1.85,2.15,Mitch Gagnon vs Cole Smith,Mitch Gagnon,Cole Smith
2,3.0,1.5,Jack Hermansson vs Ronaldo Souza,Jack Hermansson,Ronaldo Souza
2,0.0,0.0,Greg Hardy vs Dmitry Smoliakov,Greg Hardy,Dmitry Smoliakov
2,1.62,2.5,Alex Oliveira vs Mike Perry,Alex Oliveira,Mike Perry
2,1.92,2.05,Glover Teixeira vs Ion Cutelaba,Glover Teixeira,Ion Cutelaba
2,1.69,2.4,John Lineker vs Cory Sandhagen,John Lineker,Cory Sandhagen
2,1.23,5.0,Roosevelt Roberts vs Thomas Gifford,Roosevelt Roberts,Thomas Gifford
2,1.47,3.05,Takashi Sato vs Ben Saunders,Takashi Sato,Ben Saunders
2,2.5,1.67,Andrei Arlovski vs Augusto Sakai,Andrei Arlovski,Augusto Sakai
2,2.0,2.16,Carla Esparza vs Virna Jandiroba,Carla Esparza,Virna Jandiroba
2,1.42,3.25,Gilbert Burns vs Mike Davis,Gilbert Burns,Mike Davis
2,1.87,2.25,Jim Miller vs Jason Gonzalez,Jim Miller,Jason Gonzalez
2,1.22,6.05,Angela Hill vs Jodie Esquibel,Angela Hill,Jodie Esquibel
2,1.69,2.6,Court McGee vs Dhiego Lima,Court McGee,Dhiego Lima
2,3.25,1.44,Aleksei Oleinik vs Alistair Overeem,Aleksei Oleinik,Alistair Overeem
2,1.33,3.8,Islam Makhachev vs Arman Tsarukyan,Islam Makhachev,Arman Tsarukyan
2,1.38,3.65,Sergey Pavlovich vs Marcelo Golm,Sergey Pavlovich,Marcelo Golm
2,3.75,1.37,Roxanne Modafferi vs Antonina Shevchenko,Roxanne Modafferi,Antonina Shevchenko
2,1.53,2.95,Krzysztof Jotko vs Alen Amedovski,Krzysztof Jotko,Alen Amedovski
2,1.3,4.81,Movsar Evloev vs Seung Woo Choi,Movsar Evloev,Seung Woo Choi
2,1.91,2.11,Sultan Aliev vs Keita Nakamura,Sultan Aliev,Keita Nakamura
2,1.73,2.36,Alexander Yakovlev vs Alex da SilvaResult: Alexander Yakovlev won by submission at 3:10 of round 2 Picking Yakovlev straight up Gugabe Picks 1.5u won 1.5u @2.00 Macaco Jr. 2u won 2.0u @2.00 Ctyke1983 1.5u won 1.5u @2.00 Mystic Moose 10u won 10.0u @2.00 SubliminalMMA 2u won 2.0u @2.00 Cowboy Picks 5u won 5.0u @2.00 Pig Lord 1.5u won 1.2u @1.77 Louie Knuxx 4u won 2.7u @1.67 DrBookMMA 3.5u won 3.5u @2.00 UFC Prophet 3u won 2.0u @1.67 Wamrage 1.5u won 1.0u @1.68 ARM N HAMMER 5u won 3.0u @1.61 BMMA User 2u won 1.4u @1.68 The Enfuego 6u won 4.4u @1.74 KnockOut 3u won 2.0u @1.66 Papa Legba 2u won 1.1u @1.57 Alexander Melchiott 1u won 0.8u @1.75 The Right Sides 11u won 7.9u @1.71 Maximus Prophetus 1.5u won 1.0u @1.67 Roosevelt Cooper 1u won 0.7u @1.74 Jack Mac 1u won 0.7u @1.74 BenlikesfoodMMA 3u won 2.0u @1.67 Owakim hansen 2u won 1.5u @1.75 RoganMMA 2u won 1.5u @1.73 Woodlandapple 1.5u won 1.0u @1.67 FadeKeltonFund 3u won 2.2u @1.74 BettingSodsman 1.5u won 1.1u @1.74 MrBlack User 11u won 7.9u @1.71 Steven Ricciardi 3u won 2.2u @1.74Picking Yakovlev as part of a parlay ARM N HAMMER wins by decision @2.85 ARM N HAMMER straight pick @1.61 UFC Prophet straight pick @1.68 Sleaze Nation wins by decision @2.88 KnockOut straight pick @1.66 Chris Statline wins by TKO/KO @5.65 Picking da Silva straight up JustWinBaby 1u lost -1u @2.20 Shaq BFP 1u lost -1u @2.35 BigMarley3 4u lost -4u @2.35 MMATechie 1u lost -1u @2.30 Best Fight Picks 1u lost -1u @2.35 BPT20 1u lost -1u @2.30 khabibtime 2u lost -2u @2.35 Quizzical X 11u lost -11u @2.35 The Storm 2u lost -2u @2.40 Hunter Conner 0.5u lost -0.5u @2.25 Hizzys Handicaps 1.07u lost -1.07u @2.38 MMAKELTON 2u lost -2u @2.35 Mr. Jackpots 5u lost -5u @2.35 Sonnyboy Lol 2u lost -2u @2.25 Flyin’ Brian J 3u lost -3u @2.50 Sensi Miller 1u lost -1u @2.50 Lock of the Night 1.5u lost -1.5u @2.39 Inside The Cage 2u lost -2u @2.38 Quinn 1.5u lost -1.5u @2.34 phillip53 3u lost -3u @2.35 ube921 2u lost -2u @2.35 P J Jones 1.5u lost -1.5u @2.35 JoanCombatPicks 2.5u lost -2.5u @2.38 Pumba MMA 2.5u lost -2.5u @2.25 Donny 3u lost -3u @2.45 Delije 3u lost -3u @2.35 Jariahus Falesima 2u lost -2u @2.30 Balboa Fight Picks 2u lost -2u @2.35 do-jinmono 3u lost -3u @2.30 Uppercut Bets 3u lost -3u @2.38 WillyD 1.25u lost -1.25u @2.30 BMMA User 10u lost -10u @2.40 Ben 2u lost -2u @2.35 Lebaron360 1u lost -1u @2.30 Dog Catcher 1u lost -1u @2.25 Rob Giles 1u lost -1u @2.25 Wellstack MMA 2u lost -2u @2.20 1u lost -1u @2.20 MMA Selector 2.4u lost -2.4u @2.20 Mkebeast 1u lost -1u @2.30 Nick’s Fight Picks 2u lost -2u @2.20 Giorgio Rises 6u lost -6u @2.25 BMMA User 3u lost -3u @2.30 _ 1u lost -1u @2.25 KOP KingOfParlays 1u lost -1u @2.15 Color_Of_Money 0.75u lost -0.75u @2.25 MattyNice 0.5u lost -0.5u @2.35 GorillaPix 0.5u lost -0.5u @2.35 Cowboy Picks 2u lost -2u @2.25Picking da Silva as part of a parlay MMA GAMBLER straight pick @2.25 BMMA User straight pick @2.45 Anthony Venutolo wins inside distance @3.25 MagicM (scorecards = no action) @2.00 That High Guy wins by TKO/KO @5.34 That High Guy straight pick @2.20 That High Guy straight pick @2.20  Parlays with no winner selected MagicM Fight doesn't go to decision @1.95 Chuck Nasty Fight doesn't go to decision @1.80,Alexander Yakovlev,Alex da SilvaResult: Alexander Yakovlev won by submission at 3:10 of round 2 Picking Yakovlev straight up Gugabe Picks 1.5u won 1.5u @2.00 Macaco Jr. 2u won 2.0u @2.00 Ctyke1983 1.5u won 1.5u @2.00 Mystic Moose 10u won 10.0u @2.00 SubliminalMMA 2u won 2.0u @2.00 Cowboy Picks 5u won 5.0u @2.00 Pig Lord 1.5u won 1.2u @1.77 Louie Knuxx 4u won 2.7u @1.67 DrBookMMA 3.5u won 3.5u @2.00 UFC Prophet 3u won 2.0u @1.67 Wamrage 1.5u won 1.0u @1.68 ARM N HAMMER 5u won 3.0u @1.61 BMMA User 2u won 1.4u @1.68 The Enfuego 6u won 4.4u @1.74 KnockOut 3u won 2.0u @1.66 Papa Legba 2u won 1.1u @1.57 Alexander Melchiott 1u won 0.8u @1.75 The Right Sides 11u won 7.9u @1.71 Maximus Prophetus 1.5u won 1.0u @1.67 Roosevelt Cooper 1u won 0.7u @1.74 Jack Mac 1u won 0.7u @1.74 BenlikesfoodMMA 3u won 2.0u @1.67 Owakim hansen 2u won 1.5u @1.75 RoganMMA 2u won 1.5u @1.73 Woodlandapple 1.5u won 1.0u @1.67 FadeKeltonFund 3u won 2.2u @1.74 BettingSodsman 1.5u won 1.1u @1.74 MrBlack User 11u won 7.9u @1.71 Steven Ricciardi 3u won 2.2u @1.74Picking Yakovlev as part of a parlay ARM N HAMMER wins by decision @2.85 ARM N HAMMER straight pick @1.61 UFC Prophet straight pick @1.68 Sleaze Nation wins by decision @2.88 KnockOut straight pick @1.66 Chris Statline wins by TKO/KO @5.65 Picking da Silva straight up JustWinBaby 1u lost -1u @2.20 Shaq BFP 1u lost -1u @2.35 BigMarley3 4u lost -4u @2.35 MMATechie 1u lost -1u @2.30 Best Fight Picks 1u lost -1u @2.35 BPT20 1u lost -1u @2.30 khabibtime 2u lost -2u @2.35 Quizzical X 11u lost -11u @2.35 The Storm 2u lost -2u @2.40 Hunter Conner 0.5u lost -0.5u @2.25 Hizzys Handicaps 1.07u lost -1.07u @2.38 MMAKELTON 2u lost -2u @2.35 Mr. Jackpots 5u lost -5u @2.35 Sonnyboy Lol 2u lost -2u @2.25 Flyin’ Brian J 3u lost -3u @2.50 Sensi Miller 1u lost -1u @2.50 Lock of the Night 1.5u lost -1.5u @2.39 Inside The Cage 2u lost -2u @2.38 Quinn 1.5u lost -1.5u @2.34 phillip53 3u lost -3u @2.35 ube921 2u lost -2u @2.35 P J Jones 1.5u lost -1.5u @2.35 JoanCombatPicks 2.5u lost -2.5u @2.38 Pumba MMA 2.5u lost -2.5u @2.25 Donny 3u lost -3u @2.45 Delije 3u lost -3u @2.35 Jariahus Falesima 2u lost -2u @2.30 Balboa Fight Picks 2u lost -2u @2.35 do-jinmono 3u lost -3u @2.30 Uppercut Bets 3u lost -3u @2.38 WillyD 1.25u lost -1.25u @2.30 BMMA User 10u lost -10u @2.40 Ben 2u lost -2u @2.35 Lebaron360 1u lost -1u @2.30 Dog Catcher 1u lost -1u @2.25 Rob Giles 1u lost -1u @2.25 Wellstack MMA 2u lost -2u @2.20 1u lost -1u @2.20 MMA Selector 2.4u lost -2.4u @2.20 Mkebeast 1u lost -1u @2.30 Nick’s Fight Picks 2u lost -2u @2.20 Giorgio Rises 6u lost -6u @2.25 BMMA User 3u lost -3u @2.30 _ 1u lost -1u @2.25 KOP KingOfParlays 1u lost -1u @2.15 Color_Of_Money 0.75u lost -0.75u @2.25 MattyNice 0.5u lost -0.5u @2.35 GorillaPix 0.5u lost -0.5u @2.35 Cowboy Picks 2u lost -2u @2.25Picking da Silva as part of a parlay MMA GAMBLER straight pick @2.25 BMMA User straight pick @2.45 Anthony Venutolo wins inside distance @3.25 MagicM (scorecards = no action) @2.00 That High Guy wins by TKO/KO @5.34 That High Guy straight pick @2.20 That High Guy straight pick @2.20  Parlays with no winner selected MagicM Fight doesn't go to decision @1.95 Chuck Nasty Fight doesn't go to decision @1.80
2,1.78,2.3,Marcin Tybura vs Shamil Abdurakhimov,Marcin Tybura,Shamil Abdurakhimov
2,2.9,1.5,Gadzhimurad Antigulov vs Michal Oleksiejczuk,Gadzhimurad Antigulov,Michal Oleksiejczuk
2,2.25,2.25,Magomed Mustafaev vs Rafael Fiziev,Magomed Mustafaev,Rafael Fiziev
2,1.48,3.15,Max Holloway vs Dustin Poirier,Max Holloway,Dustin Poirier
2,2.65,1.61,Kelvin Gastelum vs Israel Adesanya,Kelvin Gastelum,Israel Adesanya
2,1.55,2.7,Eryk Anders vs Khalil Rountree,Eryk Anders,Khalil Rountree
2,2.15,1.88,Alan Jouban vs Dwight Grant,Alan Jouban,Dwight Grant
2,2.2,1.87,Ovince St Preux vs Nikita Krylov,Ovince St Preux,Nikita Krylov
2,1.68,2.5,Jalin Turner vs Matt Frevola,Jalin Turner,Matt Frevola
2,2.55,1.67,Wilson Reis vs Alexandre Pantoja,Wilson Reis,Alexandre Pantoja
2,2.16,1.83,Max Griffin vs Zelim Imadaev,Max Griffin,Zelim Imadaev
2,1.73,2.45,Boston Salmon vs Khalid Taha,Boston Salmon,Khalid Taha
2,1.73,2.4,Belal Muhammad vs Curtis Millender,Belal Muhammad,Curtis Millender
2,1.2,5.75,Montel Jackson vs Andre Soukhamthath,Montel Jackson,Andre Soukhamthath
2,2.5,1.65,Lauren Mueller vs Poliana Botelho,Lauren Mueller,Poliana Botelho
2,1.63,2.65,Brandon Davis vs Randy Costa,Brandon Davis,Randy Costa
2,1.85,2.1,Edson Barboza vs Justin Gaethje,Edson Barboza,Justin Gaethje
2,2.25,1.8,David Branch vs Jack Hermansson,David Branch,Jack Hermansson
2,2.25,1.8,Josh Emmett vs Michael Johnson,Josh Emmett,Michael Johnson
2,1.69,2.45,Karolina Kowalkiewicz vs Michelle Waterson,Karolina Kowalkiewicz,Michelle Waterson
2,2.67,1.59,Paul Craig vs Kennedy Nzechukwu,Paul Craig,Kennedy Nzechukwu
2,2.31,1.72,Sheymon da Silva Moraes vs Sodiq Yusuff,Sheymon da Silva Moraes,Sodiq Yusuff
2,4.14,1.3,Jessica Aguilar vs Marina Alcalde Rodriguez,Jessica Aguilar,Marina Alcalde Rodriguez
2,1.22,5.5,Desmond Green vs Ross Pearson,Desmond Green,Ross Pearson
2,1.83,2.2,Enrique Barzola vs Kevin Aguilar,Enrique Barzola,Kevin Aguilar
2,2.9,1.5,Gerald Meerschaert vs Kevin Holland,Gerald Meerschaert,Kevin Holland
2,1.44,3.25,Ray Borg vs Casey Kenney,Ray Borg,Casey Kenney
2,1.67,2.41,Sabina Mazo vs Maryna Moroz,Sabina Mazo,Maryna Moroz
2,1.3,4.28,Alex Perez vs Mark Delarosa,Alex Perez,Mark Delarosa
2,1.33,4.55,Stephen Thompson vs Anthony Pettis,Stephen Thompson,Anthony Pettis
2,1.4,3.4,Curtis Blaydes vs Justin Willis,Curtis Blaydes,Justin Willis
2,1.34,3.6,John Makdessi vs Jesus Pinedo,John Makdessi,Jesus Pinedo
2,2.35,1.69,Jussier Formiga vs Deiveson Figueiredo,Jussier Formiga,Deiveson Figueiredo
2,1.47,3.04,Luis Pena vs Steven Peterson,Luis Pena,Steven Peterson
2,1.4,3.35,Maycee Barber vs J.J. Aldrich,Maycee Barber,J.J. Aldrich
2,2.35,1.73,Bryce Mitchell vs Bobby Moffett,Bryce Mitchell,Bobby Moffett
2,1.62,2.5,Marlon Vera vs Frankie Saenz,Marlon Vera,Frankie Saenz
2,1.71,2.33,Alexis Davis vs Jennifer Maia,Alexis Davis,Jennifer Maia
2,1.74,2.35,Angela Hill vs Randa Markos,Angela Hill,Randa Markos
2,1.44,3.45,Chris Gutierrez vs Ryan MacDonald,Chris Gutierrez,Ryan MacDonald
2,1.79,2.5,Eric Shelton vs Jordan Espinosa,Eric Shelton,Jordan Espinosa
2,1.47,3.0,Darren Till vs Jorge Masvidal,Darren Till,Jorge Masvidal
2,1.74,2.3,Leon Edwards vs Gunnar Nelson,Leon Edwards,Gunnar Nelson
2,3.3,1.4,Volkan Oezdemir vs Dominick Reyes,Volkan Oezdemir,Dominick Reyes
2,1.33,3.75,Nathaniel Wood vs Jose Quinonez,Nathaniel Wood,Jose Quinonez
2,1.69,2.35,Claudio Silva vs Danny Roberts,Claudio Silva,Danny Roberts
2,1.77,2.3,Jack Marshman vs John Phillips,Jack Marshman,John Phillips
2,1.72,2.33,Arnold Allen vs Jordan Rinaldi,Arnold Allen,Jordan Rinaldi
2,1.57,2.65,Joseph Duffy vs Marc Diakiese,Joseph Duffy,Marc Diakiese
2,0.0,0.0,Nick Negumereanu vs Saparbek Safarov,Nick Negumereanu,Saparbek Safarov
2,2.3,1.75,Danny Henry vs Dan Ige,Danny Henry,Dan Ige
2,2.8,1.57,Priscila Cachoeira vs Molly McCann,Priscila Cachoeira,Molly McCann
2,1.79,2.2,Nad Narimani vs Mike Grundy,Nad Narimani,Mike Grundy
2,1.53,2.84,Junior dos Santos vs Derrick Lewis,Junior dos Santos,Derrick Lewis
2,2.1,1.87,Elizeu Zaleski dos Santos vs Curtis Millender,Elizeu Zaleski dos Santos,Curtis Millender
2,2.85,1.54,Niko Price vs Tim Means,Niko Price,Tim Means
2,2.0,2.07,Ben Rothwell vs Blagoy Ivanov,Ben Rothwell,Blagoy Ivanov
2,1.53,2.9,Beneil Dariush vs Drew Dober,Beneil Dariush,Drew Dober
2,2.37,1.71,Tim Boetsch vs Omari Akhmedov,Tim Boetsch,Omari Akhmedov
2,1.5,3.06,Tony Martin vs Sergio Moraes,Tony Martin,Sergio Moraes
2,2.88,1.57,Marion Reneau vs Yana Kunitskaya,Marion Reneau,Yana Kunitskaya
2,1.57,2.85,Grant Dawson vs Julian Erosa,Grant Dawson,Julian Erosa
2,3.2,1.45,Maurice Greene vs Jeff Hughes,Maurice Greene,Jeff Hughes
2,1.81,2.15,Louis Smolka vs Matt Schnell,Louis Smolka,Matt Schnell
2,1.58,2.62,Alex Morono vs Zak Ottow,Alex Morono,Zak Ottow
2,1.76,2.25,Alex White vs Dan Moret,Alex White,Dan Moret
2,1.14,6.87,Jon Jones vs Anthony Smith,Jon Jones,Anthony Smith
2,1.57,2.75,Tyron Woodley vs Kamaru Usman,Tyron Woodley,Kamaru Usman
2,1.43,3.4,Ben Askren vs Robbie Lawler,Ben Askren,Robbie Lawler
2,2.4,1.8,Tecia Torres vs Weili Zhang,Tecia Torres,Weili Zhang
2,1.66,2.5,Cody Garbrandt vs Pedro Munhoz,Cody Garbrandt,Pedro Munhoz
2,3.7,1.36,Jeremy Stephens vs Zabit Magomedsharipov,Jeremy Stephens,Zabit Magomedsharipov
2,1.62,2.67,Johnny Walker vs Misha Cirkunov,Johnny Walker,Misha Cirkunov
2,2.62,1.6,Alejandro Perez vs Cody Stamann,Alejandro Perez,Cody Stamann
2,1.45,3.1,Mickey Gall vs Diego Sanchez,Mickey Gall,Diego Sanchez
2,2.47,1.7,Charles Byrd vs Edmen Shahbazyan,Charles Byrd,Edmen Shahbazyan
2,1.21,5.35,Macy Chiasson vs Gina Mazany,Macy Chiasson,Gina Mazany
2,3.5,1.36,Hannah Cifers vs Polyana Viana,Hannah Cifers,Polyana Viana
2,2.13,1.85,Jan Blachowicz vs Thiago Santos,Jan Blachowicz,Thiago Santos
2,1.92,2.0,Stefan Struve vs Marcos Rogerio de Lima,Stefan Struve,Marcos Rogerio de Lima
2,3.0,1.5,Gian Villante vs Michal Oleksiejczuk,Gian Villante,Michal Oleksiejczuk
2,2.36,1.73,Lucie Pudilova vs Liz Carmouche,Lucie Pudilova,Liz Carmouche
2,3.5,1.41,John Dodson vs Petr Yan,John Dodson,Petr Yan
2,1.52,2.8,Magomed Ankalaev vs Klidson Farias de Abreu,Magomed Ankalaev,Klidson Farias de Abreu
2,1.73,2.46,Carlo Pedersoli Jr. vs Dwight Grant,Carlo Pedersoli Jr.,Dwight Grant
2,3.11,1.44,Daniel Teymur vs Chris Fishgold,Daniel Teymur,Chris Fishgold
2,1.62,2.57,Gillian Robertson vs Veronica Macedo,Gillian Robertson,Veronica Macedo
2,1.83,2.25,Damir Hadzovic vs Marco Polo Reyes,Damir Hadzovic,Marco Polo Reyes
2,1.25,5.0,Michel Prazeres vs Ismail Naurdiev,Michel Prazeres,Ismail Naurdiev
2,1.77,2.23,Rustam Khabilov vs Carlos Diego Ferreira,Rustam Khabilov,Carlos Diego Ferreira
2,1.33,3.75,Damir Ismagulov vs Joel Alvarez,Damir Ismagulov,Joel Alvarez
2,1.56,2.85,Cain Velasquez vs Francis Ngannou,Cain Velasquez,Francis Ngannou
2,2.05,1.89,Paul Felder vs James Vick,Paul Felder,James Vick
2,1.3,4.1,Cynthia Calvillo vs Cortney Casey,Cynthia Calvillo,Cortney Casey
2,1.39,3.4,Kron Gracie vs Alex Caceres,Kron Gracie,Alex Caceres
2,1.24,5.0,Vicente Luque vs Bryan Barberena,Vicente Luque,Bryan Barberena
2,1.74,2.26,Myles Jury vs Andre Fili,Myles Jury,Andre Fili
2,2.2,1.76,Aljamain Sterling vs Jimmie Rivera,Aljamain Sterling,Jimmie Rivera
2,1.54,2.75,Manny Bermudez vs Benito Lopez,Manny Bermudez,Benito Lopez
2,2.64,1.57,Ashlee Evans-Smith vs Andrea Lee,Ashlee Evans-Smith,Andrea Lee
2,1.67,2.5,Scott Holtzman vs Nik Lentz,Scott Holtzman,Nik Lentz
2,2.33,1.74,Renan Barao vs Luke Sanders,Renan Barao,Luke Sanders
2,2.01,1.98,Alexandra Albu vs Emily Whitmire,Alexandra Albu,Emily Whitmire
2,1.23,5.2,Israel Adesanya vs Anderson Silva,Israel Adesanya,Anderson Silva
2,1.25,4.8,Lando Vannata vs Marcos Mariano,Lando Vannata,Marcos Mariano
2,1.94,2.0,Rani Yahya vs Ricky Simon,Rani Yahya,Ricky Simon
2,1.45,3.2,Montana De La Rosa vs Nadia Kassem,Montana De La Rosa,Nadia Kassem
2,1.74,2.5,Jim Crute vs Sam Alvey,Jim Crute,Sam Alvey
2,0.0,0.0,Dong Hyun Ma vs Devonte Smith,Dong Hyun Ma,Devonte Smith
2,4.15,1.33,Austin Arnett vs Shane Young,Austin Arnett,Shane Young
2,1.43,3.31,Kai Kara-France vs Raulian Paiva,Kai Kara-France,Raulian Paiva
2,1.31,4.05,Kyung Ho Kang vs Teruto Ishihara,Kyung Ho Kang,Teruto Ishihara
2,1.48,3.1,Jalin Turner vs Callan Potter,Jalin Turner,Callan Potter
2,2.3,1.83,Wuliji Buren vs Jonathan Martinez,Wuliji Buren,Jonathan Martinez
2,2.5,1.62,Raphael Assuncao vs Marlon Moraes,Raphael Assuncao,Marlon Moraes
2,2.29,1.74,Jose Aldo vs Renato Moicano,Jose Aldo,Renato Moicano
2,1.58,2.6,Demian Maia vs Lyman Good,Demian Maia,Lyman Good
2,1.88,2.03,Charles Oliveira vs David Teymur,Charles Oliveira,David Teymur
2,1.5,2.8,Johnny Walker vs Justin Ledet,Johnny Walker,Justin Ledet
2,1.46,2.91,Livia Renata Souza vs Sarah Frota,Livia Renata Souza,Sarah Frota
2,2.6,1.68,Markus Perez vs Anthony Hernandez,Markus Perez,Anthony Hernandez
2,1.66,2.5,Taila Santos vs Mara Romero Borella,Taila Santos,Mara Romero Borella
2,2.9,1.52,Thiago Alves vs Max Griffin,Thiago Alves,Max Griffin
2,1.91,2.03,Junior Albini vs Jairzinho Rozenstruik,Junior Albini,Jairzinho Rozenstruik
2,0.0,0.0,Geraldo De Freitas Jr. vs Felipe Colares,Geraldo De Freitas Jr.,Felipe Colares
2,1.8,2.28,Ricardo Ramos vs Said Nurmagomedov,Ricardo Ramos,Said Nurmagomedov
2,1.22,4.89,Magomed Bibulatov vs Rogerio Bontorin,Magomed Bibulatov,Rogerio Bontorin
2,3.0,1.48,Henry Cejudo vs T.J. Dillashaw,Henry Cejudo,T.J. Dillashaw
2,1.22,5.0,Greg Hardy vs Allen Crowder,Greg Hardy,Allen Crowder
2,1.22,5.0,Gregor Gillespie vs Yancy Medeiros,Gregor Gillespie,Yancy Medeiros
2,1.45,3.05,Joseph Benavidez vs Dustin Ortiz,Joseph Benavidez,Dustin Ortiz
2,1.62,2.55,Paige VanZant vs Rachael Ostovich,Paige VanZant,Rachael Ostovich
2,1.98,1.95,Glover Teixeira vs Karl Roberson,Glover Teixeira,Karl Roberson
2,1.57,2.9,Alexander Hernandez vs Donald Cerrone,Alexander Hernandez,Donald Cerrone
2,1.53,3.04,Ariane Lipski vs Joanne Calderwood,Ariane Lipski,Joanne Calderwood
2,1.4,3.75,Alonzo Menifield vs Vinicius Moreira,Alonzo Menifield,Vinicius Moreira
2,1.2,5.75,Cory Sandhagen vs Mario Bautista,Cory Sandhagen,Mario Bautista
2,2.15,1.89,Dennis Bermudez vs Te Edwards,Dennis Bermudez,Te Edwards
2,2.8,1.53,Belal Muhammad vs Geoff Neal,Belal Muhammad,Geoff Neal
2,1.63,2.5,Kyle Stewart vs Chance Rencountre,Kyle Stewart,Chance Rencountre
2,1.38,3.65,Jon Jones vs Alexander Gustafsson,Jon Jones,Alexander Gustafsson
2,1.57,2.8,Cristiane Justino vs Amanda Nunes,Cristiane Justino,Amanda Nunes
2,2.1,1.87,Carlos Condit vs Michael Chiesa,Carlos Condit,Michael Chiesa
2,2.15,1.83,Corey Anderson vs Ilir Latifi,Corey Anderson,Ilir Latifi
2,1.83,2.3,Chad Mendes vs Alex Volkanovski,Chad Mendes,Alex Volkanovski
2,2.87,1.5,Andrei Arlovski vs Walt Harris,Andrei Arlovski,Walt Harris
2,1.83,2.18,Cat Zingano vs Megan Anderson,Cat Zingano,Megan Anderson
2,3.99,1.3,Douglas Silva de Andrade vs Petr Yan,Douglas Silva de Andrade,Petr Yan
2,4.8,1.23,B.J. Penn vs Ryan Hall,B.J. Penn,Ryan Hall
2,1.85,2.11,Nathaniel Wood vs Andre Ewell,Nathaniel Wood,Andre Ewell
2,0.0,0.0,Urijah Hall vs Bevon Lewis,Urijah Hall,Bevon Lewis
2,1.69,2.37,Curtis Millender vs Siyar Bahadurzada,Curtis Millender,Siyar Bahadurzada
2,2.67,1.61,Brian Kelleher vs Montel Jackson,Brian Kelleher,Montel Jackson
2,1.33,4.0,Kevin Lee vs Al Iaquinta,Kevin Lee,Al Iaquinta
2,2.1,1.87,Edson Barboza vs Daniel Hooker,Edson Barboza,Daniel Hooker
2,2.48,1.65,Sergio Pettis vs Rob Font,Sergio Pettis,Rob Font
2,3.65,1.34,Jim Miller vs Charles Oliveira,Jim Miller,Charles Oliveira
2,3.5,1.38,Zak Ottow vs Dwight Grant,Zak Ottow,Dwight Grant
2,3.15,1.44,Bobby Green vs Drakkar Klose,Bobby Green,Drakkar Klose
2,2.05,1.89,Joaquim Silva vs Jared Gordon,Joaquim Silva,Jared Gordon
2,1.69,2.38,Jack Hermansson vs Gerald Meerschaert,Jack Hermansson,Gerald Meerschaert
2,3.85,1.33,Trevor Smith vs Zak Cummings,Trevor Smith,Zak Cummings
2,1.62,2.5,Dan Ige vs Jordan Griffin,Dan Ige,Jordan Griffin
2,1.83,2.2,Adam Milstead vs Mike Rodriguez,Adam Milstead,Mike Rodriguez
2,1.22,5.15,Juan Adams vs Chris de la Rocha,Juan Adams,Chris de la Rocha
2,2.0,2.02,Max Holloway vs Brian Ortega,Max Holloway,Brian Ortega
2,1.34,3.65,Valentina Shevchenko vs Joanna Jedrzejczyk,Valentina Shevchenko,Joanna Jedrzejczyk
2,1.71,2.36,Gunnar Nelson vs Alex Oliveira,Gunnar Nelson,Alex Oliveira
2,1.57,2.76,Hakeem Dawodu vs Kyle Bochniak,Hakeem Dawodu,Kyle Bochniak
2,1.54,2.75,Thiago Santos vs Jimi Manuwa,Thiago Santos,Jimi Manuwa
2,1.36,3.7,Claudia Gadelha vs Nina Ansaroff,Claudia Gadelha,Nina Ansaroff
2,1.83,2.3,Olivier Aubin-Mercier vs Gilbert Burns,Olivier Aubin-Mercier,Gilbert Burns
2,1.47,3.1,Katlyn Chookagian vs Jessica Eye,Katlyn Chookagian,Jessica Eye
2,1.85,2.3,Elias Theodorou vs Eryk Anders,Elias Theodorou,Eryk Anders
2,1.66,2.6,Brad Katona vs Matthew Lopez,Brad Katona,Matthew Lopez
2,1.27,4.3,Chad Laprise vs Dhiego Lima,Chad Laprise,Dhiego Lima
2,1.2,5.5,Carlos Diego Ferreira vs Kyle Nelson,Carlos Diego Ferreira,Kyle Nelson
