,Fighter,W_L_FIGHTERS,KD_Win,KD_lose,Sig_str_land_win,Sig_str_att_win,Sig_str_land_lose,Sig_str_att_lose,Sig_str_%_win,Sig_str_%_lose,Tot_str_land_win,Tot_str_att_win,Tot_str_land_lose,Tot_str_att_lose,Td_land_win,Td_att_win,Td_land_lose,Td_att_lose,Td_%_win,Td_%_lose,Sub_att_win,Sub_att_lose,Pass_win,Pass_lose,Rev_win,Rev_lose,Head_land_win,Head_att_win,Head_land_lose,Head_att_lose,Body_land_win,Body_att_win,Body_land_lose,Body_att_lose,Leg_land_win,Leg_att_win,Leg_land_lose,Leg_att_lose,Dist_land_win,Dist_att_win,Dist_land_lose,Dist_att_lose,Clinch_land_win,Clinch_att_win,Clinch_land_lose,Clinch_att_lose,Ground_land_win,Ground_att_win,Ground_land_lose,Ground_att_lose
96,JackShoreNohelinHernandez,JackShoreNohelinHernandez,0, 0,46,92,6,36,50%, 16%,81,139,9,39,4,7,0,0,57%, 0%,1, 0,11, 0,0, 1,33,76,5,34,2,2,0,0,11,14,1,2,26,58,4,32,3,4,2,4,17,30,0,0
97,CarlaEsparzaAlexaGrasso,CarlaEsparzaAlexaGrasso,0, 0,44,80,45,103,55%, 43%,115,157,103,169,4,11,0,1,36%, 0%,0, 1,1, 0,1, 1,27,60,41,97,11,14,4,6,6,6,0,0,28,59,34,88,6,9,3,6,10,12,8,9
98,IreneAldanaVanessaMelo,IreneAldanaVanessaMelo,0, 0,125,333,68,250,37%, 27%,127,335,68,250,0,0,0,1,0%, 0%,0, 0,0, 0,0, 0,79,271,48,207,21,34,9,28,25,28,11,15,124,332,68,250,1,1,0,0,0,0,0,0
99,MartinBravoStevenPeterson,StevenPetersonMartinBravo, 1,0,49,105,86,199, 46%,43%,53,109,93,206,0,0,2,5, 0%,40%, 0,0, 0,0, 0,0,33,84,60,157,12,17,20,33,4,4,6,9,46,98,85,198,1,2,1,1,2,5,0,0
100,JoseQuinonezCarlosHuachin,JoseQuinonezCarlosHuachin,1, 0,60,117,32,115,51%, 27%,71,130,37,121,2,5,0,0,40%, 0%,0, 0,2, 0,0, 0,36,80,22,84,8,13,6,25,16,24,4,6,40,92,30,109,0,1,0,2,20,24,2,4
101,PoloReyesKyleNelson,KyleNelsonPoloReyes, 0,0,12,16,6,10, 75%,60%,12,16,7,11,0,2,0,0, 0%,0%, 0,0, 0,0, 0,0,8,12,0,3,4,4,5,6,0,0,1,1,2,3,3,7,10,13,3,3,0,0,0,0
102,ArianeCarnelossiAngelaHill,AngelaHillArianeCarnelossi, 0,0,92,184,72,186, 50%,38%,93,185,83,197,0,0,0,1, 0%,0%, 0,0, 0,0, 0,0,60,137,36,137,32,46,15,26,0,1,21,23,57,139,57,156,35,45,15,30,0,0,0,0
103,SergioPettisTysonNam,SergioPettisTysonNam,0, 0,96,253,40,170,37%, 23%,96,253,43,173,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,76,224,28,149,5,13,7,15,15,16,5,6,90,245,38,164,5,7,2,6,1,1,0,0
104,ViniciusMoreiraPaulCraig,PaulCraigViniciusMoreira, 1,0,18,27,1,3, 66%,33%,33,43,1,3,1,1,0,0, 100%,0%, 1,0, 1,0, 0,0,16,25,0,2,2,2,0,0,0,0,1,1,1,3,1,3,6,6,0,0,11,18,0,0
105,SijaraEubanksBetheCorreia,BetheCorreiaSijaraEubanks, 0,0,59,127,77,169, 46%,45%,77,146,94,186,0,1,1,5, 0%,20%, 0,0, 0,1, 0,0,42,101,58,138,12,19,12,23,5,7,7,8,54,118,55,140,5,9,8,10,0,0,14,19
106,ClaudioPuellesMarcosMariano,ClaudioPuellesMarcosMariano,0, 0,22,34,2,9,64%, 22%,101,116,5,12,4,6,0,0,66%, 0%,2, 0,7, 0,0, 0,21,32,0,6,1,2,2,3,0,0,0,0,1,5,2,8,0,0,0,0,21,29,0,1
107,DonaldCerroneJustinGaethje,JustinGaethjeDonaldCerrone, 1,0,40,61,17,52, 65%,32%,40,61,17,52,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,27,44,12,45,0,2,4,6,13,15,1,1,36,55,17,52,2,3,0,0,2,3,0,0
108,GloverTeixeiraNikitaKrylov,GloverTeixeiraNikitaKrylov,0, 0,43,71,47,95,60%, 49%,85,119,74,123,1,6,2,4,16%, 50%,2, 1,4, 5,2, 1,39,67,20,66,4,4,17,19,0,0,10,10,22,45,37,85,10,10,3,3,11,16,7,7
109,MichelPereiraTristanConnelly,TristanConnellyMichelPereira, 0,0,64,125,32,75, 51%,42%,151,222,56,107,0,6,2,5, 0%,40%, 1,0, 3,0, 0,0,51,106,13,44,7,13,17,29,6,6,2,2,23,71,23,66,14,20,9,9,27,34,0,0
110,UriahHallAntonioCarlosJunior,UriahHallAntonioCarlosJunior,1, 0,34,79,22,69,43%, 31%,41,86,81,148,0,0,3,8,0%, 37%,0, 0,1, 2,0, 0,31,75,16,63,3,4,5,5,0,0,1,1,22,61,18,65,1,1,2,2,11,17,2,2
111,MishaCirkunovJimmyCrute,MishaCirkunovJimmyCrute,0, 0,6,10,21,35,60%, 60%,22,29,28,45,1,2,0,0,50%, 0%,1, 0,4, 0,2, 1,4,8,19,33,2,2,2,2,0,0,0,0,1,3,2,3,2,3,4,5,3,4,15,27
112,MarcinTyburaAugustoSakai,AugustoSakaiMarcinTybura, 1,0,15,27,6,7, 55%,85%,15,27,6,7,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,13,25,1,2,2,2,1,1,0,0,4,4,6,18,6,7,7,7,0,0,2,2,0,0
113,ColeSmithMilesJohns,MilesJohnsColeSmith, 0,0,31,65,11,57, 47%,19%,63,104,26,75,1,2,1,6, 50%,16%, 0,0, 2,2, 1,0,29,62,4,42,2,3,7,15,0,0,0,0,20,53,9,53,7,7,2,4,4,5,0,0
114,BradKatonaHunterAzure,HunterAzureBradKatona, 0,0,41,118,21,60, 34%,35%,55,133,40,83,0,1,3,12, 0%,25%, 0,0, 1,1, 1,0,25,91,18,51,11,20,2,7,5,7,1,2,33,105,17,54,6,8,4,6,2,5,0,0
115,ChasSkellyJordanGriffin,ChasSkellyJordanGriffin,0, 0,21,59,37,87,35%, 42%,80,125,66,122,1,3,1,1,33%, 100%,3, 2,3, 3,1, 2,20,52,36,84,1,7,1,3,0,0,0,0,20,58,32,81,0,0,0,0,1,1,5,6
116,LouisSmolkaRyanMacDonald,LouisSmolkaRyanMacDonald,1, 0,59,115,30,80,51%, 37%,60,116,31,81,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,27,61,20,65,31,52,6,11,1,2,4,4,57,112,30,79,2,3,0,1,0,0,0,0
117,KylePrepolecAustinHubbard,AustinHubbardKylePrepolec, 0,0,51,112,44,122, 45%,36%,136,239,46,124,3,5,0,1, 60%,0%, 0,0, 4,0, 0,0,20,68,23,88,14,26,9,19,17,18,12,15,41,100,42,120,0,0,2,2,10,12,0,0
118,KhabibNurmagomedovDustinPoirier,KhabibNurmagomedovDustinPoirier,0, 0,22,41,12,39,53%, 30%,54,77,30,57,7,8,0,0,87%, 0%,2, 1,5, 0,0, 0,16,35,5,26,3,3,2,7,3,3,5,6,10,27,12,38,1,1,0,1,11,13,0,0
119,EdsonBarbozaPaulFelder,PaulFelderEdsonBarboza, 0,0,56,154,60,114, 36%,52%,75,174,77,133,0,2,1,3, 0%,33%, 0,0, 0,0, 0,0,41,137,27,74,9,10,19,24,6,7,14,16,51,147,55,109,1,1,0,0,4,6,5,5
120,IslamMakhachevDaviRamos,IslamMakhachevDaviRamos,1, 0,43,95,7,58,45%, 12%,88,148,27,80,0,1,0,1,0%, 0%,0, 0,0, 0,0, 0,32,81,5,43,7,10,1,14,4,4,1,1,29,74,5,56,3,3,2,2,11,18,0,0
121,CurtisBlaydesShamilAbdurakhimov,CurtisBlaydesShamilAbdurakhimov,0, 0,25,43,3,8,58%, 37%,46,74,3,8,5,5,0,0,100%, 0%,0, 0,3, 0,0, 0,23,41,3,7,1,1,0,1,1,1,0,0,2,10,3,8,0,0,0,0,23,33,0,0
122,MairbekTaisumovDiegoFerreira,DiegoFerreiraMairbekTaisumov, 0,0,109,326,51,160, 33%,31%,112,329,51,160,0,2,0,2, 0%,0%, 0,0, 0,0, 0,0,77,271,40,139,25,46,5,13,7,9,6,8,107,323,51,160,2,3,0,0,0,0,0,0
123,JoanneCalderwoodAndreaLee,JoanneCalderwoodAndreaLee,0, 0,101,230,61,137,43%, 44%,158,293,104,185,2,4,3,5,50%, 60%,0, 0,1, 2,0, 0,40,138,13,73,16,38,26,39,45,54,22,25,94,222,57,132,7,8,2,3,0,0,2,2
124,LianaJojuaSarahMoras,SarahMorasLianaJojua, 0,0,44,88,19,45, 50%,42%,130,191,45,77,0,0,2,3, 0%,66%, 1,0, 1,0, 1,0,35,78,12,38,6,7,6,6,3,3,1,1,16,51,16,41,1,2,1,1,27,35,2,3
125,OttmanAzaitarTeemuPackalen,OttmanAzaitarTeemuPackalen,1, 0,27,53,8,19,50%, 42%,27,53,8,19,0,0,0,1,0%, 0%,0, 0,0, 0,0, 0,22,44,3,12,2,6,5,6,3,3,0,1,18,40,3,13,8,11,5,6,1,2,0,0
126,BelalMuhammadTakashiSato,BelalMuhammadTakashiSato,0, 0,49,106,29,89,46%, 32%,78,148,34,95,2,9,1,2,22%, 50%,1, 0,2, 1,0, 0,40,85,23,79,7,19,4,8,2,2,2,2,42,98,29,89,3,4,0,0,4,4,0,0
127,NordineTalebMuslimSalikhov,MuslimSalikhovNordineTaleb, 1,0,10,23,6,26, 43%,23%,10,23,6,26,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,1,10,3,16,2,6,0,5,7,7,3,5,10,23,6,25,0,0,0,0,0,0,0,1
128,OmariAkhmedovZakCummings,OmariAkhmedovZakCummings,0, 0,26,77,17,69,33%, 24%,47,106,24,76,2,3,0,0,66%, 0%,0, 0,3, 0,0, 0,14,60,6,51,5,10,2,7,7,7,9,11,21,67,17,69,0,2,0,0,5,8,0,0
129,DonMadgeFaresZiam,DonMadgeFaresZiam,0, 0,21,49,10,31,42%, 32%,72,111,70,96,3,12,0,4,25%, 0%,0, 0,2, 0,0, 0,11,36,6,26,6,7,1,2,4,6,3,3,8,27,8,25,3,8,2,4,10,14,0,2
130,JessicaAndradeWeiliZhang,WeiliZhangJessicaAndrade, 1,0,29,38,4,12, 76%,33%,29,38,4,12,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,16,25,2,9,7,7,1,2,6,6,1,1,15,23,3,11,13,13,1,1,1,2,0,0
131,JingliangLiElizeuZaleskidosSantos,JingliangLiElizeuZaleskidosSantos,3, 0,59,128,54,160,46%, 33%,59,128,55,162,2,3,0,1,66%, 0%,0, 0,0, 0,0, 0,45,108,23,114,4,6,21,33,10,14,10,13,47,113,51,156,8,11,3,4,4,4,0,0
132,KaiKara-FranceMarkDeLaRosa,KaiKara-FranceMarkDeLaRosa,1, 0,91,193,60,195,47%, 30%,93,195,63,198,1,1,1,7,100%, 14%,0, 0,0, 0,0, 0,58,146,51,174,9,19,4,10,24,28,5,11,85,183,58,192,2,3,2,3,4,7,0,0
133,KenanSongDerrickKrantz,KenanSongDerrickKrantz,0, 0,58,128,33,85,45%, 38%,61,131,52,105,0,0,3,6,0%, 50%,0, 1,0, 3,1, 1,44,98,23,74,6,19,6,7,8,11,4,4,54,122,30,78,4,6,1,4,0,0,2,3
134,YananWuMizukiInoue,MizukiInoueYananWu, 0,0,93,204,123,270, 45%,45%,102,214,136,283,0,4,0,4, 0%,0%, 0,0, 0,0, 0,0,86,195,65,198,7,9,41,51,0,0,17,21,74,182,95,235,19,22,28,35,0,0,0,0
135,JunYongParkAnthonyHernandez,AnthonyHernandezJunYongPark, 0,0,59,110,81,148, 53%,54%,74,129,84,152,6,9,0,0, 66%,0%, 1,0, 1,0, 0,0,51,102,76,142,7,7,5,6,1,1,0,0,49,97,73,136,3,6,8,12,7,7,0,0
136,SuMudaerjiAndreSoukhamthath,SuMudaerjiAndreSoukhamthath,0, 0,93,157,23,72,59%, 31%,103,168,27,76,1,1,0,3,100%, 0%,0, 0,3, 0,0, 0,72,127,13,55,10,17,4,9,11,13,6,8,64,111,20,64,3,3,2,4,26,43,1,4
137,DaUnJungKhadisIbragimov,DaUnJungKhadisIbragimov,0, 0,81,190,88,167,42%, 52%,86,195,95,175,0,1,1,6,0%, 16%,1, 0,0, 1,0, 0,69,176,83,161,12,14,4,5,0,0,1,1,69,177,70,137,12,13,18,30,0,0,0,0
138,DamirIsmagulovThiagoMoises,DamirIsmagulovThiagoMoises,1, 0,71,188,36,114,37%, 31%,73,191,37,115,0,5,0,3,0%, 0%,0, 0,0, 0,0, 0,28,132,16,88,21,34,7,10,22,22,13,16,58,168,32,110,2,3,4,4,11,17,0,0
139,HeiliAlatengDanaaBatgerel,HeiliAlatengDanaaBatgerel,0, 0,36,89,85,230,40%, 36%,63,133,119,269,3,7,0,1,42%, 0%,0, 0,2, 0,0, 0,35,88,74,202,1,1,6,17,0,0,5,11,33,86,68,202,0,0,5,11,3,3,12,17
140,KarolRosaLaraProcopio,KarolRosaLaraProcopio,1, 0,171,351,165,290,48%, 56%,177,358,169,294,0,0,0,5,0%, 0%,0, 0,0, 0,0, 0,108,266,122,244,11,16,13,15,52,69,30,31,159,333,158,281,7,11,7,9,5,7,0,0
141,DanielCormierStipeMiocic,StipeMiocicDanielCormier, 1,0,123,229,181,263, 53%,68%,135,244,230,317,1,3,1,3, 33%,33%, 0,0, 0,2, 0,0,86,188,162,243,27,30,9,9,10,11,10,11,102,195,139,209,19,28,21,27,2,6,21,27
142,AnthonyPettisNateDiaz,NateDiazAnthonyPettis, 1,0,114,201,69,133, 56%,51%,205,306,86,153,1,1,0,0, 100%,0%, 0,1, 4,0, 1,2,94,172,54,111,16,23,10,12,4,6,5,10,51,109,46,102,43,63,20,27,20,29,3,4
143,YoelRomeroPauloCosta,PauloCostaYoelRomero, 1,1,118,213,125,284, 55%,44%,118,213,125,284,0,0,1,4, 0%,25%, 0,0, 0,0, 0,0,67,148,96,244,46,58,11,20,5,7,18,20,110,202,118,276,5,5,7,8,3,6,0,0
144,GabrielBenitezSodiqYusuff,SodiqYusuffGabrielBenitez, 1,0,34,79,24,72, 43%,33%,34,79,24,72,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,25,70,11,55,4,4,4,8,5,5,9,9,30,71,24,72,0,1,0,0,4,7,0,0
145,DerekBrunsonIanHeinisch,DerekBrunsonIanHeinisch,0, 0,81,185,58,143,43%, 40%,102,207,65,150,2,10,0,8,20%, 0%,0, 0,1, 0,0, 0,51,142,37,114,26,37,16,23,4,6,5,6,69,170,49,130,7,9,8,12,5,6,1,1
146,DevonteSmithKhamaWorthy,KhamaWorthyDevonteSmith, 1,0,21,51,15,27, 41%,55%,21,51,15,27,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,9,30,3,13,2,5,2,3,10,16,10,11,18,46,15,27,0,0,0,0,3,5,0,0
147,RaphaelAssuncaoCorySandhagen,CorySandhagenRaphaelAssuncao, 0,0,62,116,45,81, 53%,55%,78,135,65,103,0,1,4,6, 0%,66%, 0,0, 0,0, 1,0,23,67,15,50,16,21,20,20,23,28,10,11,55,108,30,65,3,4,12,13,4,4,3,3
148,ChristosGiagosDrakkarKlose,DrakkarKloseChristosGiagos, 0,0,99,160,87,155, 61%,56%,159,223,113,186,2,7,2,5, 28%,40%, 0,1, 2,2, 0,0,56,114,55,117,29,30,29,33,14,16,3,5,39,93,69,127,38,40,16,23,22,27,2,5
149,MannyBermudezCaseyKenney,CaseyKenneyMannyBermudez, 0,0,43,69,37,59, 62%,62%,56,85,59,83,2,2,3,4, 100%,75%, 1,0, 7,6, 1,1,21,42,29,47,10,14,8,12,12,13,0,0,26,49,22,43,6,7,2,2,11,13,13,14
150,HannahCifersJodieEsquibel,HannahCifersJodieEsquibel,0, 0,70,164,43,130,42%, 33%,112,207,69,157,1,1,3,8,100%, 37%,1, 0,0, 0,0, 0,39,123,29,110,12,16,14,20,19,25,0,0,61,147,36,114,7,14,5,13,2,3,2,3
151,KyungHoKangBrandonDavis,KyungHoKangBrandonDavis,1, 0,50,101,77,187,49%, 41%,120,180,114,231,3,6,1,1,50%, 100%,0, 0,3, 0,0, 0,46,96,32,126,1,1,17,20,3,4,28,41,42,89,62,163,0,0,4,6,8,12,11,18
152,SabinaMazoShanaDobson,SabinaMazoShanaDobson,0, 0,108,171,33,99,63%, 33%,170,250,102,176,4,4,0,0,100%, 0%,0, 0,3, 0,0, 0,49,98,19,75,50,60,11,18,9,13,3,6,44,85,14,71,38,55,15,23,26,31,4,5
153,ValentinaShevchenkoLizCarmouche,ValentinaShevchenkoLizCarmouche,0, 0,42,115,18,76,36%, 23%,84,159,132,191,1,1,0,4,100%, 0%,0, 0,3, 0,0, 0,16,73,1,40,4,12,4,7,22,30,13,29,38,106,17,75,1,1,1,1,3,8,0,0
154,VicenteLuqueMikePerry,VicenteLuqueMikePerry,0, 0,84,179,87,175,46%, 49%,85,180,116,204,0,0,0,2,0%, 0%,1, 0,0, 0,0, 0,43,125,56,135,6,9,11,17,35,45,20,23,83,178,75,157,1,1,12,18,0,0,0,0
155,EduardoGaragorriHumbertoBandenay,EduardoGaragorriHumbertoBandenay,0, 0,65,115,32,71,56%, 45%,69,120,59,98,1,1,4,10,100%, 40%,0, 0,1, 2,0, 0,46,84,23,62,11,21,9,9,8,10,0,0,51,99,26,65,8,10,6,6,6,6,0,0
156,VolkanOezdemirIlirLatifi,VolkanOezdemirIlirLatifi,2, 0,64,137,18,60,46%, 30%,92,166,20,62,0,0,1,5,0%, 20%,0, 0,0, 0,0, 0,44,114,16,54,11,14,2,6,9,9,0,0,47,110,17,56,12,20,1,4,5,7,0,0
157,RodolfoVieiraOskarPiechota,RodolfoVieiraOskarPiechota,0, 0,18,39,22,43,46%, 51%,37,62,51,76,3,7,0,0,42%, 0%,1, 0,4, 0,0, 0,16,36,19,36,1,2,3,7,1,1,0,0,5,16,8,27,1,1,12,14,12,22,2,2
158,EnriqueBarzolaBobbyMoffett,EnriqueBarzolaBobbyMoffett,0, 0,83,239,90,236,34%, 38%,88,244,98,247,3,7,0,1,42%, 0%,0, 0,0, 0,0, 0,51,199,56,188,24,32,21,32,8,8,13,16,82,235,88,231,1,4,2,5,0,0,0,0
159,GilbertBurnsAlekseiKunchenko,GilbertBurnsAlekseiKunchenko,0, 0,42,83,47,102,50%, 46%,63,107,115,172,3,7,0,1,42%, 0%,0, 0,2, 0,0, 0,22,54,20,63,8,15,7,17,12,14,20,22,31,66,33,85,1,2,11,12,10,15,3,5
160,CirylGaneRaphaelPessoa,CirylGaneRaphaelPessoa,0, 0,15,22,7,41,68%, 17%,20,28,9,43,0,1,0,2,0%, 0%,1, 0,1, 0,0, 0,7,13,5,36,4,5,2,3,4,4,0,2,14,19,6,37,1,1,1,4,0,2,0,0
161,TeciaTorresMarinaRodriguez,MarinaRodriguezTeciaTorres, 0,0,84,167,41,108, 50%,37%,98,186,58,126,1,4,0,7, 25%,0%, 1,0, 0,0, 0,0,31,91,17,70,36,51,17,26,17,25,7,12,44,123,29,89,39,43,12,19,1,1,0,0
162,RogerioBontorinRaulianPaiva,RogerioBontorinRaulianPaiva,0, 0,8,15,3,15,53%, 20%,8,16,7,19,2,5,0,0,40%, 0%,0, 0,1, 0,0, 0,6,13,3,14,0,0,0,1,2,2,0,0,7,14,3,15,1,1,0,0,0,0,0,0
163,GeraldodeFreitasChrisGutierrez,ChrisGutierrezGeraldodeFreitas, 0,0,48,86,40,112, 55%,35%,49,87,57,134,1,2,2,7, 50%,28%, 0,0, 0,4, 1,0,18,46,26,95,6,7,10,12,24,33,4,5,40,75,38,110,2,2,2,2,6,9,0,0
164,KazulaVargasAlexDaSilva,AlexDaSilvaKazulaVargas, 0,0,17,39,20,42, 43%,47%,88,130,59,92,3,4,0,1, 75%,0%, 0,0, 4,0, 0,1,14,35,16,37,1,2,2,3,2,2,2,2,7,28,13,34,1,1,0,0,9,10,7,8
165,VeronicaMacedoPolyanaViana,VeronicaMacedoPolyanaViana,0, 0,1,1,1,3,100%, 33%,1,1,1,3,0,0,1,1,0%, 100%,1, 0,0, 1,1, 0,0,0,0,1,1,1,1,2,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0
166,ColbyCovingtonRobbieLawler,ColbyCovingtonRobbieLawler,0, 0,179,515,78,167,34%, 46%,201,541,82,171,10,18,0,0,55%, 0%,0, 0,0, 0,0, 0,128,454,61,144,20,28,10,16,31,33,7,7,154,477,66,152,25,38,12,15,0,0,0,0
167,JimMillerClayGuida,JimMillerClayGuida,0, 0,2,8,2,5,25%, 40%,2,8,2,5,0,0,0,0,0%, 0%,1, 0,0, 0,0, 0,1,7,1,4,0,0,0,0,1,1,1,1,2,8,2,5,0,0,0,0,0,0,0,0
168,JoaquimSilvaNasratHaqparast,NasratHaqparastJoaquimSilva, 1,0,21,38,15,56, 55%,26%,21,38,15,56,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,18,33,0,35,2,4,6,11,1,1,9,10,12,29,15,56,0,0,0,0,9,9,0,0
169,TrevinGilesGeraldMeerschaert,GeraldMeerschaertTrevinGiles, 0,0,6,19,8,15, 31%,53%,31,55,27,38,1,3,1,1, 33%,100%, 1,0, 2,5, 2,1,3,16,8,13,2,2,0,2,1,1,0,0,4,13,2,9,0,0,1,1,2,6,5,5
170,ScottHoltzmanDongHyunMa,ScottHoltzmanDongHyunMa,1, 0,44,92,16,58,47%, 27%,55,108,20,62,1,2,1,3,50%, 33%,0, 0,3, 0,0, 0,37,77,13,54,2,2,2,2,5,13,1,2,33,72,15,57,5,5,1,1,6,15,0,0
171,DarkoStosicKennedyNzechukwu,KennedyNzechukwuDarkoStosic, 0,0,50,123,60,134, 40%,44%,50,123,63,137,0,0,4,10, 0%,40%, 0,0, 0,0, 0,0,38,102,21,80,10,18,7,9,2,3,32,45,47,120,48,111,0,0,10,20,3,3,2,3
172,MickeyGallSalimTouahri,MickeyGallSalimTouahri,0, 0,50,117,48,96,42%, 50%,66,136,65,118,1,7,0,3,14%, 0%,0, 0,1, 2,0, 0,41,103,23,64,3,8,20,25,6,6,5,7,24,82,32,68,18,26,9,15,8,9,7,13
173,AntoninaShevchenkoLuciePudilova,AntoninaShevchenkoLuciePudilova,0, 0,16,23,6,16,69%, 37%,36,44,12,24,0,0,1,5,0%, 20%,3, 0,1, 1,0, 0,3,6,3,12,9,13,3,4,4,4,0,0,1,3,0,8,15,20,5,7,0,0,1,1
174,JordanEspinosaMattSchnell,MattSchnellJordanEspinosa, 0,0,3,12,5,6, 25%,83%,3,12,5,6,0,0,0,1, 0%,0%, 1,0, 0,0, 0,0,2,11,2,3,0,0,0,0,1,1,3,3,3,12,5,6,0,0,0,0,0,0,0,0
175,LaurenMurphyMaraRomeroBorella,LaurenMurphyMaraRomeroBorella,1, 0,24,123,22,72,19%, 30%,35,144,35,87,0,1,1,3,0%, 33%,0, 0,1, 1,0, 0,20,117,16,62,3,5,0,0,1,1,6,10,17,112,22,72,3,6,0,0,4,5,0,0
176,ClaudioSilvaColeWilliams,ClaudioSilvaColeWilliams,0, 0,32,37,2,6,86%, 33%,32,38,2,6,1,1,0,0,100%, 0%,1, 0,1, 0,0, 0,25,29,2,5,5,6,0,1,2,2,0,0,8,12,2,6,1,1,0,0,23,24,0,0
177,MirandaGrangerHannahGoldy,MirandaGrangerHannahGoldy,0, 0,61,143,55,166,42%, 33%,77,162,58,170,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,31,91,20,102,8,12,20,34,22,40,15,30,47,117,43,145,14,26,12,21,0,0,0,0
178,MaxHollowayFrankieEdgar,MaxHollowayFrankieEdgar,0, 0,129,328,96,264,39%, 36%,131,330,96,264,0,0,1,15,0%, 6%,0, 0,0, 0,0, 0,109,295,57,195,20,33,21,48,0,0,18,21,120,319,93,252,8,8,2,10,1,1,1,2
179,CrisCyborgFeliciaSpencer,CrisCyborgFeliciaSpencer,0, 0,122,216,38,85,56%, 44%,138,234,64,115,0,0,0,8,0%, 0%,0, 0,1, 0,0, 0,59,147,21,64,43,48,9,13,20,21,8,8,81,160,31,70,34,42,3,9,7,14,4,6
180,GeoffNealNikoPrice,GeoffNealNikoPrice,0, 1,41,61,24,57,67%, 42%,53,73,42,79,2,4,0,2,50%, 0%,0, 0,2, 1,0, 1,41,60,15,41,0,1,7,14,0,0,2,2,8,18,14,39,6,8,6,8,27,35,4,10
181,OlivierAubin-MercierArmanTsarukyan,ArmanTsarukyanOlivierAubin-Mercier, 0,0,47,105,23,48, 44%,47%,110,174,36,61,2,11,0,3, 18%,0%, 0,0, 0,0, 0,0,28,77,14,34,11,18,8,12,8,10,1,2,20,68,17,41,5,8,1,1,22,29,5,6
182,Marc-AndreBarriaultKrzysztofJotko,KrzysztofJotkoMarc-AndreBarriault, 0,0,40,117,39,77, 34%,50%,98,181,62,102,1,7,1,3, 14%,33%, 0,0, 0,0, 1,0,20,92,18,51,17,22,11,16,3,3,10,10,19,85,18,52,21,32,21,25,0,0,0,0
183,AlexisDavisVivianeAraujo,VivianeAraujoAlexisDavis, 0,0,67,148,68,137, 45%,49%,79,162,134,213,2,2,0,4, 100%,0%, 0,0, 0,0, 0,1,52,128,33,88,12,17,20,33,3,3,15,16,64,145,53,110,2,2,6,15,1,1,9,12
184,HakeemDawoduYoshinoriHorie,HakeemDawoduYoshinoriHorie,1, 0,80,154,39,79,51%, 49%,89,166,41,81,0,0,0,1,0%, 0%,0, 0,0, 0,0, 0,42,95,24,62,27,44,7,8,11,15,8,9,38,99,35,68,42,55,4,11,0,0,0,0
185,GavinTuckerSeungWooChoi,GavinTuckerSeungWooChoi,0, 0,37,62,23,96,59%, 23%,49,77,42,116,5,13,2,2,38%, 100%,2, 0,3, 2,1, 0,21,40,11,74,7,11,12,21,9,11,0,1,24,45,13,80,5,7,10,16,8,10,0,0
186,AlexandrePantojaDeivesonFigueiredo,DeivesonFigueiredoAlexandrePantoja, 1,0,67,113,61,151, 59%,40%,71,117,68,160,2,3,2,10, 66%,20%, 0,0, 2,0, 0,0,53,98,41,122,12,13,9,14,2,2,11,15,46,78,48,131,11,19,13,19,10,16,0,1
187,GillianRobertsonSarahFrota,GillianRobertsonSarahFrota,0, 0,29,42,9,20,69%, 45%,51,64,33,46,2,3,0,0,66%, 0%,0, 0,4, 0,0, 0,24,37,8,19,2,2,1,1,3,3,0,0,7,11,3,8,0,0,0,0,22,31,6,12
188,ErikKochKyleStewart,ErikKochKyleStewart,0, 0,37,63,23,64,58%, 35%,67,99,68,119,4,11,0,8,36%, 0%,0, 0,4, 0,0, 0,30,53,13,45,7,10,3,9,0,0,7,10,16,37,19,57,5,7,4,7,16,19,0,0
189,RafaelDosAnjosLeonEdwards,LeonEdwardsRafaelDosAnjos, 0,0,92,215,81,169, 42%,47%,113,244,129,219,3,10,0,5, 30%,0%, 0,0, 2,0, 0,0,72,189,41,115,14,20,17,25,6,6,23,29,77,195,81,168,12,14,0,1,3,6,0,0
190,AlekseiOleinikWaltHarris,WaltHarrisAlekseiOleinik, 1,0,4,7,1,3, 57%,33%,4,7,1,3,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,2,5,0,1,2,2,1,1,0,0,0,1,2,5,1,3,0,0,0,0,2,2,0,0
191,GregHardyJuanAdams,GregHardyJuanAdams,0, 0,36,38,3,7,94%, 42%,36,38,3,7,0,0,0,1,0%, 0%,0, 0,0, 0,0, 0,35,36,3,7,1,2,0,0,0,0,0,0,5,7,3,7,0,0,0,0,31,31,0,0
